Gene1,Gene2,EdgeWeight,Direction
FGF9,NR0B1,250,FGF9 -> NR0B1
SOX9,CTNNB1,248,SOX9 -> CTNNB1
DKK1,CTNNB1,247,DKK1 -> CTNNB1
AMH,RSPO1,246,AMH -> RSPO1
NR5A1,SOX9,245,NR5A1 -> SOX9
DHH,RSPO1,243,DHH -> RSPO1
DHH,WNT4,241,DHH -> WNT4
DHH,DMRT1,239,DHH -> DMRT1
FGF9,DMRT1,239,FGF9 -> DMRT1
AMH,WNT4,239,AMH -> WNT4
FGF9,WNT4,239,FGF9 -> WNT4
CTNNB1,DMRT1,238,CTNNB1 -> DMRT1
FGF9,RSPO1,238,FGF9 -> RSPO1
DMRT1,CTNNB1,238,DMRT1 -> CTNNB1
RSPO1,CTNNB1,238,RSPO1 -> CTNNB1
PGD2,RSPO1,234,PGD2 -> RSPO1
PGD2,DMRT1,234,PGD2 -> DMRT1
FOXL2,CTNNB1,231,FOXL2 -> CTNNB1
PGD2,WNT4,229,PGD2 -> WNT4
AMH,SOX9,222,AMH -> SOX9
SOX9,RSPO1,219,SOX9 -> RSPO1
SOX9,DKK1,214,SOX9 -> DKK1
UGR,WT1pKTS,209,UGR -> WT1pKTS
CBX2,DKK1,204,CBX2 -> DKK1
UGR,WNT4,204,UGR -> WNT4
PGD2,NR0B1,204,PGD2 -> NR0B1
DHH,SOX9,200,DHH -> SOX9
FGF9,SOX9,200,FGF9 -> SOX9
DHH,WT1pKTS,199,DHH -> WT1pKTS
FGF9,WT1pKTS,195,FGF9 -> WT1pKTS
WNT4,CTNNB1,195,WNT4 -> CTNNB1
SOX9,DMRT1,194,SOX9 -> DMRT1
FOXL2,RSPO1,193,FOXL2 -> RSPO1
NR0B1,CTNNB1,193,NR0B1 -> CTNNB1
FOXL2,WNT4,191,FOXL2 -> WNT4
PGD2,SOX9,190,PGD2 -> SOX9
SRY,SOX9,190,SRY -> SOX9
PGD2,WT1pKTS,187,PGD2 -> WT1pKTS
UGR,CTNNB1,180,UGR -> CTNNB1
CTNNB1,NR0B1,175,CTNNB1 -> NR0B1
FOXL2,SRY,169,FOXL2 -> SRY
RSPO1,NR0B1,168,RSPO1 -> NR0B1
SRY,DKK1,167,SRY -> DKK1
AMH,GATA4,166,AMH -> GATA4
UGR,SRY,161,UGR -> SRY
SOX9,WNT4,160,SOX9 -> WNT4
NR0B1,RSPO1,157,NR0B1 -> RSPO1
UGR,RSPO1,156,UGR -> RSPO1
WT1pKTS,SOX9,155,WT1pKTS -> SOX9
WNT4,RSPO1,151,WNT4 -> RSPO1
CTNNB1,RSPO1,151,CTNNB1 -> RSPO1
FOXL2,NR5A1,151,FOXL2 -> NR5A1
DHH,GATA4,149,DHH -> GATA4
FGF9,GATA4,149,FGF9 -> GATA4
CBX2,WT1pKTS,144,CBX2 -> WT1pKTS
SOX9,WT1pKTS,144,SOX9 -> WT1pKTS
FOXL2,GATA4,141,FOXL2 -> GATA4
WNT4,NR0B1,141,WNT4 -> NR0B1
CTNNB1,WNT4,141,CTNNB1 -> WNT4
AMH,WT1mKTS,141,AMH -> WT1mKTS
FOXL2,WT1mKTS,140,FOXL2 -> WT1mKTS
RSPO1,WNT4,139,RSPO1 -> WNT4
UGR,NR5A1,138,UGR -> NR5A1
RSPO1,DKK1,137,RSPO1 -> DKK1
CBX2,DMRT1,134,CBX2 -> DMRT1
RSPO1,NR5A1,134,RSPO1 -> NR5A1
AMH,NR5A1,133,AMH -> NR5A1
GATA4,NR0B1,132,GATA4 -> NR0B1
AMH,SRY,131,AMH -> SRY
CBX2,NR0B1,129,CBX2 -> NR0B1
WNT4,DKK1,125,WNT4 -> DKK1
CBX2,WNT4,123,CBX2 -> WNT4
RSPO1,DMRT1,123,RSPO1 -> DMRT1
WT1mKTS,NR0B1,122,WT1mKTS -> NR0B1
CTNNB1,WT1pKTS,119,CTNNB1 -> WT1pKTS
RSPO1,WT1pKTS,116,RSPO1 -> WT1pKTS
FGF9,NR5A1,115,FGF9 -> NR5A1
WT1mKTS,WT1pKTS,114,WT1mKTS -> WT1pKTS
FGF9,WT1mKTS,112,FGF9 -> WT1mKTS
PGD2,NR5A1,111,PGD2 -> NR5A1
DHH,NR5A1,111,DHH -> NR5A1
FGF9,SRY,110,FGF9 -> SRY
DHH,SRY,110,DHH -> SRY
PGD2,SRY,110,PGD2 -> SRY
SRY,CTNNB1,107,SRY -> CTNNB1
DHH,WT1mKTS,106,DHH -> WT1mKTS
CTNNB1,NR5A1,104,CTNNB1 -> NR5A1
GATA4,WT1pKTS,103,GATA4 -> WT1pKTS
SOX9,NR5A1,102,SOX9 -> NR5A1
WNT4,DMRT1,102,WNT4 -> DMRT1
NR5A1,CTNNB1,101,NR5A1 -> CTNNB1
SRY,DMRT1,97,SRY -> DMRT1
SOX9,NR0B1,97,SOX9 -> NR0B1
NR0B1,SOX9,96,NR0B1 -> SOX9
DKK1,WT1pKTS,95,DKK1 -> WT1pKTS
UGR,WT1mKTS,94,UGR -> WT1mKTS
SOX9,SRY,94,SOX9 -> SRY
DMRT1,WT1pKTS,89,DMRT1 -> WT1pKTS
NR5A1,RSPO1,88,NR5A1 -> RSPO1
WNT4,WT1pKTS,87,WNT4 -> WT1pKTS
SRY,NR0B1,87,SRY -> NR0B1
GATA4,SOX9,87,GATA4 -> SOX9
UGR,GATA4,85,UGR -> GATA4
PGD2,GATA4,84,PGD2 -> GATA4
WT1mKTS,SOX9,82,WT1mKTS -> SOX9
DKK1,RSPO1,81,DKK1 -> RSPO1
WT1pKTS,NR0B1,80,WT1pKTS -> NR0B1
GATA4,DKK1,79,GATA4 -> DKK1
DKK1,SRY,78,DKK1 -> SRY
DMRT1,RSPO1,77,DMRT1 -> RSPO1
WT1mKTS,DKK1,77,WT1mKTS -> DKK1
SRY,WT1pKTS,76,SRY -> WT1pKTS
DMRT1,SRY,75,DMRT1 -> SRY
NR5A1,WT1pKTS,72,NR5A1 -> WT1pKTS
NR0B1,WT1mKTS,71,NR0B1 -> WT1mKTS
CBX2,NR5A1,71,CBX2 -> NR5A1
WT1mKTS,DMRT1,69,WT1mKTS -> DMRT1
GATA4,DMRT1,68,GATA4 -> DMRT1
CTNNB1,SRY,68,CTNNB1 -> SRY
DMRT1,NR0B1,67,DMRT1 -> NR0B1
NR5A1,DKK1,67,NR5A1 -> DKK1
DKK1,NR0B1,67,DKK1 -> NR0B1
WT1pKTS,CTNNB1,66,WT1pKTS -> CTNNB1
NR5A1,DMRT1,62,NR5A1 -> DMRT1
GATA4,CTNNB1,62,GATA4 -> CTNNB1
DMRT1,WNT4,60,DMRT1 -> WNT4
DKK1,WNT4,59,DKK1 -> WNT4
NR5A1,WNT4,58,NR5A1 -> WNT4
WT1mKTS,CTNNB1,58,WT1mKTS -> CTNNB1
SRY,RSPO1,57,SRY -> RSPO1
RSPO1,SRY,56,RSPO1 -> SRY
SRY,WNT4,56,SRY -> WNT4
CBX2,CTNNB1,56,CBX2 -> CTNNB1
NR0B1,DKK1,55,NR0B1 -> DKK1
CBX2,SRY,55,CBX2 -> SRY
WT1pKTS,DKK1,54,WT1pKTS -> DKK1
WT1pKTS,RSPO1,51,WT1pKTS -> RSPO1
NR5A1,NR0B1,50,NR5A1 -> NR0B1
WNT4,NR5A1,50,WNT4 -> NR5A1
WNT4,SRY,49,WNT4 -> SRY
CBX2,RSPO1,48,CBX2 -> RSPO1
WT1pKTS,WNT4,47,WT1pKTS -> WNT4
NR0B1,DMRT1,47,NR0B1 -> DMRT1
PGD2,WT1mKTS,47,PGD2 -> WT1mKTS
WT1pKTS,DMRT1,44,WT1pKTS -> DMRT1
WT1mKTS,RSPO1,44,WT1mKTS -> RSPO1
GATA4,RSPO1,43,GATA4 -> RSPO1
WT1mKTS,WNT4,42,WT1mKTS -> WNT4
GATA4,WNT4,42,GATA4 -> WNT4
CTNNB1,WT1mKTS,42,CTNNB1 -> WT1mKTS
DKK1,NR5A1,39,DKK1 -> NR5A1
RSPO1,WT1mKTS,38,RSPO1 -> WT1mKTS
NR0B1,WNT4,37,NR0B1 -> WNT4
NR0B1,WT1pKTS,36,NR0B1 -> WT1pKTS
SOX9,GATA4,36,SOX9 -> GATA4
DMRT1,NR5A1,36,DMRT1 -> NR5A1
SOX9,WT1mKTS,34,SOX9 -> WT1mKTS
CBX2,WT1mKTS,34,CBX2 -> WT1mKTS
CTNNB1,GATA4,34,CTNNB1 -> GATA4
WNT4,WT1mKTS,34,WNT4 -> WT1mKTS
RSPO1,GATA4,33,RSPO1 -> GATA4
CBX2,GATA4,30,CBX2 -> GATA4
WT1mKTS,NR5A1,30,WT1mKTS -> NR5A1
WNT4,GATA4,30,WNT4 -> GATA4
GATA4,NR5A1,28,GATA4 -> NR5A1
WT1pKTS,GATA4,25,WT1pKTS -> GATA4
DKK1,GATA4,24,DKK1 -> GATA4
NR0B1,SRY,23,NR0B1 -> SRY
DMRT1,GATA4,23,DMRT1 -> GATA4
NR0B1,NR5A1,22,NR0B1 -> NR5A1
NR0B1,GATA4,22,NR0B1 -> GATA4
GATA4,SRY,22,GATA4 -> SRY
WT1mKTS,SRY,22,WT1mKTS -> SRY
WT1pKTS,WT1mKTS,21,WT1pKTS -> WT1mKTS
WT1mKTS,GATA4,21,WT1mKTS -> GATA4
WT1pKTS,SRY,21,WT1pKTS -> SRY
WT1pKTS,NR5A1,21,WT1pKTS -> NR5A1
SRY,NR5A1,19,SRY -> NR5A1
NR5A1,GATA4,18,NR5A1 -> GATA4
DMRT1,WT1mKTS,18,DMRT1 -> WT1mKTS
DKK1,WT1mKTS,17,DKK1 -> WT1mKTS
NR5A1,SRY,17,NR5A1 -> SRY
GATA4,WT1mKTS,15,GATA4 -> WT1mKTS
SRY,WT1mKTS,15,SRY -> WT1mKTS
SRY,GATA4,15,SRY -> GATA4
NR5A1,WT1mKTS,14,NR5A1 -> WT1mKTS
FGF9,DHH,10,FGF9 -> DHH
PGD2,DHH,9,PGD2 -> DHH
AMH,DHH,8,AMH -> DHH
AMH,FGF9,8,AMH -> FGF9
DHH,FGF9,8,DHH -> FGF9
PGD2,FGF9,7,PGD2 -> FGF9
FGF9,PGD2,7,FGF9 -> PGD2
DHH,PGD2,7,DHH -> PGD2
AMH,PGD2,7,AMH -> PGD2
CTNNB1,FGF9,4,CTNNB1 -> FGF9
WNT4,DHH,4,WNT4 -> DHH
RSPO1,PGD2,4,RSPO1 -> PGD2
RSPO1,FGF9,4,RSPO1 -> FGF9
UGR,PGD2,4,UGR -> PGD2
WNT4,PGD2,4,WNT4 -> PGD2
CTNNB1,PGD2,4,CTNNB1 -> PGD2
CBX2,PGD2,4,CBX2 -> PGD2
CBX2,FGF9,4,CBX2 -> FGF9
FOXL2,PGD2,4,FOXL2 -> PGD2
WNT4,FGF9,4,WNT4 -> FGF9
CTNNB1,DHH,4,CTNNB1 -> DHH
NR0B1,DHH,4,NR0B1 -> DHH
CBX2,DHH,4,CBX2 -> DHH
FOXL2,DHH,4,FOXL2 -> DHH
UGR,FGF9,4,UGR -> FGF9
FOXL2,FGF9,4,FOXL2 -> FGF9
RSPO1,DHH,4,RSPO1 -> DHH
UGR,DHH,4,UGR -> DHH
GATA4,DHH,3,GATA4 -> DHH
NR0B1,FGF9,2,NR0B1 -> FGF9
NR0B1,UGR,2,NR0B1 -> UGR
WNT4,UGR,2,WNT4 -> UGR
WT1mKTS,DHH,2,WT1mKTS -> DHH
CBX2,UGR,2,CBX2 -> UGR
FGF9,CBX2,1,FGF9 -> CBX2
FOXL2,CBX2,1,FOXL2 -> CBX2
SOX9,CBX2,1,SOX9 -> CBX2
DKK1,CBX2,1,DKK1 -> CBX2
DHH,CBX2,1,DHH -> CBX2
PGD2,CBX2,1,PGD2 -> CBX2
WT1mKTS,FGF9,1,WT1mKTS -> FGF9
AMH,CBX2,1,AMH -> CBX2
DHH,UGR,1,DHH -> UGR
GATA4,FGF9,1,GATA4 -> FGF9
RSPO1,UGR,1,RSPO1 -> UGR
AMH,UGR,1,AMH -> UGR
CTNNB1,UGR,1,CTNNB1 -> UGR
DKK1,UGR,1,DKK1 -> UGR
DMRT1,UGR,1,DMRT1 -> UGR
FGF9,UGR,1,FGF9 -> UGR
FOXL2,UGR,1,FOXL2 -> UGR
WT1mKTS,PGD2,1,WT1mKTS -> PGD2
PGD2,UGR,1,PGD2 -> UGR
GATA4,UGR,1,GATA4 -> UGR
NR0B1,PGD2,1,NR0B1 -> PGD2
SRY,UGR,1,SRY -> UGR
WT1mKTS,UGR,1,WT1mKTS -> UGR
WT1pKTS,UGR,1,WT1pKTS -> UGR
SOX9,UGR,1,SOX9 -> UGR
GATA4,PGD2,1,GATA4 -> PGD2
DMRT1,PGD2,0,DMRT1 -> PGD2
SOX9,DHH,0,SOX9 -> DHH
SRY,DHH,0,SRY -> DHH
WT1pKTS,DHH,0,WT1pKTS -> DHH
DKK1,PGD2,0,DKK1 -> PGD2
DMRT1,CBX2,0,DMRT1 -> CBX2
SRY,PGD2,0,SRY -> PGD2
WT1pKTS,PGD2,0,WT1pKTS -> PGD2
NR5A1,PGD2,0,NR5A1 -> PGD2
CTNNB1,CBX2,0,CTNNB1 -> CBX2
SOX9,PGD2,0,SOX9 -> PGD2
NR0B1,CBX2,0,NR0B1 -> CBX2
GATA4,CBX2,0,GATA4 -> CBX2
WT1mKTS,CBX2,0,WT1mKTS -> CBX2
NR5A1,CBX2,0,NR5A1 -> CBX2
NR5A1,DHH,0,NR5A1 -> DHH
DMRT1,DHH,0,DMRT1 -> DHH
DKK1,DHH,0,DKK1 -> DHH
DKK1,FGF9,0,DKK1 -> FGF9
DMRT1,FGF9,0,DMRT1 -> FGF9
WT1pKTS,CBX2,0,WT1pKTS -> CBX2
NR5A1,FGF9,0,NR5A1 -> FGF9
NR5A1,UGR,0,NR5A1 -> UGR
RSPO1,CBX2,0,RSPO1 -> CBX2
SRY,CBX2,0,SRY -> CBX2
UGR,CBX2,0,UGR -> CBX2
WNT4,CBX2,0,WNT4 -> CBX2
SOX9,FGF9,0,SOX9 -> FGF9
SRY,FGF9,0,SRY -> FGF9
WT1pKTS,FGF9,0,WT1pKTS -> FGF9
