Gene1,Gene2,EdgeWeight,Direction
NR0B1,WT1mKTS,1.06539541698857,NR0B1 -> WT1mKTS
UGR,NR5A1,1.05607637029498,UGR -> NR5A1
CTNNB1,WT1mKTS,1.04960922605226,CTNNB1 -> WT1mKTS
WNT4,WT1mKTS,1.04335138067132,WNT4 -> WT1mKTS
UGR,WT1pKTS,1.0392869808889,UGR -> WT1pKTS
SRY,WT1mKTS,1.02822187159796,SRY -> WT1mKTS
FOXL2,RSPO1,1.01361224804027,FOXL2 -> RSPO1
FOXL2,CTNNB1,0.999913142447845,FOXL2 -> CTNNB1
FOXL2,FOXL2,0.9774850221164209,FOXL2 -> FOXL2
NR5A1,CBX2,0.964525521711068,NR5A1 -> CBX2
WT1mKTS,FOXL2,0.9359144794827652,WT1mKTS -> FOXL2
CBX2,WT1pKTS,0.935435730503255,CBX2 -> WT1pKTS
GATA4,FOXL2,0.93318250409637,GATA4 -> FOXL2
RSPO1,NR0B1,0.932615111945736,RSPO1 -> NR0B1
CBX2,NR5A1,0.909033376409381,CBX2 -> NR5A1
CTNNB1,NR0B1,0.8943497780915358,CTNNB1 -> NR0B1
FOXL2,GATA4,0.892515682522639,FOXL2 -> GATA4
RSPO1,WNT4,0.8841362880374709,RSPO1 -> WNT4
SRY,WT1pKTS,0.877250330226987,SRY -> WT1pKTS
FOXL2,WT1mKTS,0.872292083528275,FOXL2 -> WT1mKTS
CBX2,CBX2,0.868673704349676,CBX2 -> CBX2
CTNNB1,WNT4,0.847276747929745,CTNNB1 -> WNT4
SRY,GATA4,0.8339101330730309,SRY -> GATA4
DMRT1,WT1mKTS,0.8257396387109721,DMRT1 -> WT1mKTS
SRY,RSPO1,0.825457035619558,SRY -> RSPO1
RSPO1,SRY,0.8238142800498142,RSPO1 -> SRY
DKK1,WT1mKTS,0.820287798289871,DKK1 -> WT1mKTS
SRY,SOX9,0.8070281960457121,SRY -> SOX9
UGR,SRY,0.7961105546888041,UGR -> SRY
WT1pKTS,RSPO1,0.7806589148382841,WT1pKTS -> RSPO1
NR5A1,WNT4,0.7700497455452371,NR5A1 -> WNT4
NR5A1,DMRT1,0.754779167178049,NR5A1 -> DMRT1
NR5A1,WT1pKTS,0.7490202963313491,NR5A1 -> WT1pKTS
UGR,DMRT1,0.7465944198949929,UGR -> DMRT1
NR5A1,DKK1,0.7457352364146359,NR5A1 -> DKK1
SOX9,NR5A1,0.739182324591645,SOX9 -> NR5A1
UGR,DKK1,0.737319428783131,UGR -> DKK1
DMRT1,WT1pKTS,0.73053033855751,DMRT1 -> WT1pKTS
UGR,WT1mKTS,0.7275293553982359,UGR -> WT1mKTS
DKK1,WT1pKTS,0.725641271500179,DKK1 -> WT1pKTS
CBX2,UGR,0.718469621998193,CBX2 -> UGR
DMRT1,GATA4,0.703131830778454,DMRT1 -> GATA4
DKK1,GATA4,0.6984114316431129,DKK1 -> GATA4
NR5A1,NR5A1,0.6947118111478839,NR5A1 -> NR5A1
NR0B1,SOX9,0.6878705306673929,NR0B1 -> SOX9
UGR,GATA4,0.661104880479605,UGR -> GATA4
DMRT1,WNT4,0.6591269653378871,DMRT1 -> WNT4
DKK1,WNT4,0.6557275831028629,DKK1 -> WNT4
FGF9,UGR,0.655501779182094,FGF9 -> UGR
PGD2,UGR,0.6444600825390401,PGD2 -> UGR
DHH,UGR,0.638825780230291,DHH -> UGR
FOXL2,NR0B1,0.623122591816701,FOXL2 -> NR0B1
RSPO1,DMRT1,0.611335992132128,RSPO1 -> DMRT1
SOX9,SRY,0.610665732223879,SOX9 -> SRY
CBX2,NR0B1,0.604268872888942,CBX2 -> NR0B1
RSPO1,DKK1,0.604061007471051,RSPO1 -> DKK1
AMH,UGR,0.603951968902448,AMH -> UGR
FGF9,CBX2,0.5982012604623721,FGF9 -> CBX2
PGD2,CBX2,0.588040210689864,PGD2 -> CBX2
DMRT1,SOX9,0.585456338156897,DMRT1 -> SOX9
DHH,CBX2,0.585034180142264,DHH -> CBX2
FOXL2,WNT4,0.584932341073256,FOXL2 -> WNT4
DKK1,SOX9,0.5811810670993721,DKK1 -> SOX9
CBX2,GATA4,0.560116275322257,CBX2 -> GATA4
WT1mKTS,GATA4,0.55651091300879,WT1mKTS -> GATA4
SOX9,DMRT1,0.5557572367156329,SOX9 -> DMRT1
AMH,CBX2,0.5547311251139929,AMH -> CBX2
GATA4,GATA4,0.551705102821453,GATA4 -> GATA4
CBX2,WT1mKTS,0.550895428568854,CBX2 -> WT1mKTS
GATA4,SOX9,0.5506159277956341,GATA4 -> SOX9
SOX9,DKK1,0.548712646941951,SOX9 -> DKK1
WT1pKTS,SOX9,0.5417425729784651,WT1pKTS -> SOX9
WT1mKTS,WT1mKTS,0.5378240883227801,WT1mKTS -> WT1mKTS
GATA4,WT1mKTS,0.533102428877592,GATA4 -> WT1mKTS
CBX2,WNT4,0.5247366606056729,CBX2 -> WNT4
WT1mKTS,SOX9,0.517150896803146,WT1mKTS -> SOX9
SOX9,WT1mKTS,0.5047311684924629,SOX9 -> WT1mKTS
WT1pKTS,WT1mKTS,0.50241719635036,WT1pKTS -> WT1mKTS
DMRT1,RSPO1,0.493378608230537,DMRT1 -> RSPO1
DKK1,RSPO1,0.490553501442961,DKK1 -> RSPO1
NR5A1,GATA4,0.488623140863368,NR5A1 -> GATA4
NR5A1,WT1mKTS,0.48211289461005,NR5A1 -> WT1mKTS
UGR,RSPO1,0.4752657296290129,UGR -> RSPO1
UGR,NR0B1,0.475066735326603,UGR -> NR0B1
WNT4,SOX9,0.474464931063022,WNT4 -> SOX9
UGR,CTNNB1,0.468542322415964,UGR -> CTNNB1
SOX9,WT1pKTS,0.465118817903533,SOX9 -> WT1pKTS
UGR,FOXL2,0.458320776119983,UGR -> FOXL2
SOX9,GATA4,0.453802631648793,SOX9 -> GATA4
NR5A1,RSPO1,0.445934377731384,NR5A1 -> RSPO1
UGR,SOX9,0.425064745236504,UGR -> SOX9
FGF9,NR5A1,0.423639219120008,FGF9 -> NR5A1
PGD2,NR5A1,0.416632329346998,PGD2 -> NR5A1
DHH,NR5A1,0.414476417393772,DHH -> NR5A1
SOX9,NR0B1,0.395355807908914,SOX9 -> NR0B1
CBX2,SRY,0.394793265650195,CBX2 -> SRY
AMH,NR5A1,0.393873736635955,AMH -> NR5A1
WT1pKTS,WT1pKTS,0.371409014798519,WT1pKTS -> WT1pKTS
CBX2,FOXL2,0.367744034834168,CBX2 -> FOXL2
SRY,FGF9,0.3504425303405169,SRY -> FGF9
SRY,PGD2,0.347658910684187,SRY -> PGD2
SRY,DHH,0.341174920445139,SRY -> DHH
FGF9,WT1mKTS,0.3405624302007069,FGF9 -> WT1mKTS
PGD2,WT1mKTS,0.335053106555616,PGD2 -> WT1mKTS
DHH,WT1mKTS,0.334553443479023,DHH -> WT1mKTS
WT1pKTS,GATA4,0.333368027749811,WT1pKTS -> GATA4
CBX2,CTNNB1,0.326689474204535,CBX2 -> CTNNB1
CBX2,RSPO1,0.326033402782638,CBX2 -> RSPO1
FGF9,WT1pKTS,0.324626379670609,FGF9 -> WT1pKTS
SRY,AMH,0.322628230805161,SRY -> AMH
FGF9,GATA4,0.320216288442555,FGF9 -> GATA4
PGD2,WT1pKTS,0.319376984136914,PGD2 -> WT1pKTS
AMH,WT1mKTS,0.319350931581642,AMH -> WT1mKTS
DHH,WT1pKTS,0.319147050259982,DHH -> WT1pKTS
PGD2,GATA4,0.315053909306933,PGD2 -> GATA4
DHH,GATA4,0.314883903268044,DHH -> GATA4
AMH,WT1pKTS,0.304875414857902,AMH -> WT1pKTS
SOX9,SOX9,0.302140809728926,SOX9 -> SOX9
AMH,GATA4,0.300894282914625,AMH -> GATA4
DMRT1,FGF9,0.2915852563180089,DMRT1 -> FGF9
DKK1,FGF9,0.2891146525156889,DKK1 -> FGF9
CTNNB1,SRY,0.288976373595203,CTNNB1 -> SRY
DMRT1,PGD2,0.288645422389507,DMRT1 -> PGD2
DKK1,PGD2,0.286205707942371,DKK1 -> PGD2
DMRT1,DHH,0.285023648925015,DMRT1 -> DHH
DKK1,DHH,0.2826004771891189,DKK1 -> DHH
DMRT1,AMH,0.270320418973563,DMRT1 -> AMH
DKK1,AMH,0.268013522195331,DKK1 -> AMH
UGR,FGF9,0.262039522998431,UGR -> FGF9
UGR,PGD2,0.258995609058671,UGR -> PGD2
UGR,DHH,0.257397775792992,UGR -> DHH
FGF9,DMRT1,0.256907727329514,FGF9 -> DMRT1
FGF9,DKK1,0.253400367128168,FGF9 -> DKK1
NR5A1,FOXL2,0.252760338874327,NR5A1 -> FOXL2
PGD2,DMRT1,0.252289333683859,PGD2 -> DMRT1
FOXL2,SRY,0.251002367311832,FOXL2 -> SRY
DHH,DMRT1,0.249922191372524,DHH -> DMRT1
NR0B1,FGF9,0.249069294926472,NR0B1 -> FGF9
PGD2,DKK1,0.248843875792911,PGD2 -> DKK1
NR0B1,PGD2,0.247876525298854,NR0B1 -> PGD2
RSPO1,SOX9,0.2469265834495649,RSPO1 -> SOX9
DHH,DKK1,0.246503666332477,DHH -> DKK1
UGR,AMH,0.245505419323772,UGR -> AMH
UGR,WNT4,0.243084234304902,UGR -> WNT4
NR5A1,SOX9,0.242066107659292,NR5A1 -> SOX9
NR0B1,DHH,0.240922452170296,NR0B1 -> DHH
AMH,DMRT1,0.235010806987141,AMH -> DMRT1
FGF9,SRY,0.233774966438972,FGF9 -> SRY
AMH,DKK1,0.231781150118219,AMH -> DKK1
WT1pKTS,CTNNB1,0.23112618531137,WT1pKTS -> CTNNB1
PGD2,SRY,0.229568004930779,PGD2 -> SRY
SRY,CTNNB1,0.2290708420922869,SRY -> CTNNB1
NR0B1,AMH,0.226848312349385,NR0B1 -> AMH
DHH,SRY,0.225769599080383,DHH -> SRY
AMH,SRY,0.2108333493897589,AMH -> SRY
CTNNB1,DMRT1,0.21038526425171,CTNNB1 -> DMRT1
CTNNB1,DKK1,0.207881832597893,CTNNB1 -> DKK1
SOX9,WNT4,0.181998418634596,SOX9 -> WNT4
SOX9,RSPO1,0.180505894858182,SOX9 -> RSPO1
NR5A1,CTNNB1,0.179891368148812,NR5A1 -> CTNNB1
SOX9,FGF9,0.175476844553075,SOX9 -> FGF9
SOX9,PGD2,0.1733684249328919,SOX9 -> PGD2
SOX9,DHH,0.1722161417280079,SOX9 -> DHH
FGF9,SOX9,0.164603579238671,FGF9 -> SOX9
SOX9,AMH,0.163750105725308,SOX9 -> AMH
PGD2,SOX9,0.161617875599078,PGD2 -> SOX9
SRY,FOXL2,0.1615258312001959,SRY -> FOXL2
DHH,SOX9,0.161022008097921,DHH -> SOX9
GATA4,FGF9,0.156902064761206,GATA4 -> FGF9
GATA4,PGD2,0.156781469477298,GATA4 -> PGD2
CBX2,FGF9,0.155280199313356,CBX2 -> FGF9
CBX2,DHH,0.154644410523464,CBX2 -> DHH
WT1pKTS,FGF9,0.153333032245411,WT1pKTS -> FGF9
WT1pKTS,PGD2,0.153247734839903,WT1pKTS -> PGD2
CBX2,PGD2,0.152351061983098,CBX2 -> PGD2
AMH,SOX9,0.151990501926823,AMH -> SOX9
GATA4,DHH,0.150297655582605,GATA4 -> DHH
CBX2,AMH,0.149010431855094,CBX2 -> AMH
WT1pKTS,DHH,0.1468286218972609,WT1pKTS -> DHH
WNT4,FGF9,0.144006938329626,WNT4 -> FGF9
WNT4,PGD2,0.14387339933816,WNT4 -> PGD2
WT1mKTS,FGF9,0.14363687157941,WT1mKTS -> FGF9
WT1mKTS,PGD2,0.143597650199525,WT1mKTS -> PGD2
GATA4,AMH,0.140031683153908,GATA4 -> AMH
WNT4,DHH,0.1382850961873809,WNT4 -> DHH
WT1mKTS,DHH,0.1374228725908609,WT1mKTS -> DHH
WT1pKTS,AMH,0.136770387203349,WT1pKTS -> AMH
DMRT1,CTNNB1,0.130117054034659,DMRT1 -> CTNNB1
WNT4,AMH,0.129458124844981,WNT4 -> AMH
DKK1,CTNNB1,0.129406638604723,DKK1 -> CTNNB1
WT1mKTS,AMH,0.127878426043778,WT1mKTS -> AMH
CBX2,DMRT1,0.117989121600063,CBX2 -> DMRT1
CBX2,DKK1,0.116960901667599,CBX2 -> DKK1
FGF9,FGF9,0.110555193800938,FGF9 -> FGF9
FGF9,PGD2,0.109067508022532,FGF9 -> PGD2
FGF9,DHH,0.10886730766394,FGF9 -> DHH
DHH,FGF9,0.108616201168435,DHH -> FGF9
PGD2,FGF9,0.1085396726050569,PGD2 -> FGF9
DHH,PGD2,0.107148791881906,DHH -> PGD2
PGD2,PGD2,0.107084194246275,PGD2 -> PGD2
DHH,DHH,0.10696764367031,DHH -> DHH
PGD2,DHH,0.106881492953007,PGD2 -> DHH
FGF9,AMH,0.10369872457808,FGF9 -> AMH
AMH,FGF9,0.102774104217387,AMH -> FGF9
DHH,AMH,0.10189398147633,DHH -> AMH
PGD2,AMH,0.10181161090858,PGD2 -> AMH
AMH,PGD2,0.101389137527703,AMH -> PGD2
AMH,DHH,0.101220072079747,AMH -> DHH
AMH,AMH,0.0964226133465095,AMH -> AMH
CBX2,SOX9,0.0926243021500498,CBX2 -> SOX9
FGF9,NR0B1,0.0921681318547297,FGF9 -> NR0B1
PGD2,NR0B1,0.0905094452716244,PGD2 -> NR0B1
RSPO1,FGF9,0.089952871426434,RSPO1 -> FGF9
RSPO1,PGD2,0.0894845193221158,RSPO1 -> PGD2
RSPO1,DHH,0.0870411737705081,RSPO1 -> DHH
DHH,NR0B1,0.0865371453055675,DHH -> NR0B1
RSPO1,AMH,0.0819328706436687,RSPO1 -> AMH
CTNNB1,SOX9,0.0815206445085173,CTNNB1 -> SOX9
AMH,NR0B1,0.0788077484996681,AMH -> NR0B1
DKK1,FOXL2,0.0665996080136705,DKK1 -> FOXL2
DMRT1,FOXL2,0.0635237728717391,DMRT1 -> FOXL2
FGF9,RSPO1,0.0515264007331917,FGF9 -> RSPO1
PGD2,RSPO1,0.0505935131875309,PGD2 -> RSPO1
DHH,RSPO1,0.0490181113157302,DHH -> RSPO1
AMH,RSPO1,0.0452162257415809,AMH -> RSPO1
SOX9,CTNNB1,0.0413062670500476,SOX9 -> CTNNB1
NR5A1,PGD2,0.0326557647107256,NR5A1 -> PGD2
NR5A1,FGF9,0.0318832786076888,NR5A1 -> FGF9
NR5A1,DHH,0.0288731243780022,NR5A1 -> DHH
CTNNB1,FGF9,0.0266712774313787,CTNNB1 -> FGF9
CTNNB1,PGD2,0.0265924092900848,CTNNB1 -> PGD2
CTNNB1,DHH,0.0256987311948956,CTNNB1 -> DHH
NR5A1,AMH,0.0253798310167514,NR5A1 -> AMH
CTNNB1,AMH,0.0241081967529788,CTNNB1 -> AMH
WT1pKTS,FOXL2,0.0233431641863308,WT1pKTS -> FOXL2
FOXL2,DMRT1,0.0207140433562118,FOXL2 -> DMRT1
FOXL2,DKK1,0.0204668733072636,FOXL2 -> DKK1
SOX9,FOXL2,0.0167955113203031,SOX9 -> FOXL2
FOXL2,DHH,0.0138930816428255,FOXL2 -> DHH
FOXL2,PGD2,0.0117440625645425,FOXL2 -> PGD2
FGF9,CTNNB1,0.0110693565170418,FGF9 -> CTNNB1
AMH,CTNNB1,0.0107644645305599,AMH -> CTNNB1
DHH,CTNNB1,0.0106705729635611,DHH -> CTNNB1
PGD2,CTNNB1,0.0100473485790965,PGD2 -> CTNNB1
FGF9,FOXL2,0.0097208939007847,FGF9 -> FOXL2
AMH,FOXL2,0.00945908487989,AMH -> FOXL2
DHH,FOXL2,0.0091004053581849,DHH -> FOXL2
FOXL2,AMH,0.0089481869629201,FOXL2 -> AMH
AMH,WNT4,0.0086530250063307,AMH -> WNT4
PGD2,FOXL2,0.0086509096233138,PGD2 -> FOXL2
FOXL2,SOX9,0.0084422692016596,FOXL2 -> SOX9
DHH,WNT4,0.0083879836482374,DHH -> WNT4
FGF9,WNT4,0.0082039048846815,FGF9 -> WNT4
PGD2,WNT4,0.0077707107833087,PGD2 -> WNT4
FOXL2,FGF9,0.0075311228616996,FOXL2 -> FGF9
