Gene1,Gene2,EdgeWeight,Direction
SOX9,DHH,0.1270181240467869,SOX9 -> DHH
NR5A1,FOXL2,0.1226395877398996,NR5A1 -> FOXL2
FOXL2,CTNNB1,0.1219409165095246,FOXL2 -> CTNNB1
WT1pKTS,NR5A1,0.1198570054841731,WT1pKTS -> NR5A1
WNT4,CTNNB1,0.1189904790124087,WNT4 -> CTNNB1
UGR,SRY,0.1146217614609683,UGR -> SRY
NR0B1,RSPO1,0.1130845310684896,NR0B1 -> RSPO1
CBX2,SOX9,0.111696674294846,CBX2 -> SOX9
FOXL2,NR5A1,0.1105166181025704,FOXL2 -> NR5A1
DMRT1,AMH,0.1104392234983483,DMRT1 -> AMH
DMRT1,RSPO1,0.1072406274416064,DMRT1 -> RSPO1
AMH,NR0B1,0.1065071990054503,AMH -> NR0B1
FOXL2,SRY,0.1040124741724712,FOXL2 -> SRY
CBX2,RSPO1,0.1029954784546797,CBX2 -> RSPO1
NR0B1,DHH,0.1026771527447019,NR0B1 -> DHH
DHH,PGD2,0.0984169309723658,DHH -> PGD2
DMRT1,DHH,0.0980929317017466,DMRT1 -> DHH
WNT4,SOX9,0.0964385164534133,WNT4 -> SOX9
DMRT1,SRY,0.0960952838697056,DMRT1 -> SRY
WT1pKTS,CTNNB1,0.0949695760734875,WT1pKTS -> CTNNB1
RSPO1,NR0B1,0.0928472672804279,RSPO1 -> NR0B1
FGF9,SOX9,0.0895448803672452,FGF9 -> SOX9
SOX9,CTNNB1,0.0876312270104349,SOX9 -> CTNNB1
DKK1,AMH,0.0868835657811291,DKK1 -> AMH
NR0B1,WNT4,0.086791627890395,NR0B1 -> WNT4
SRY,WNT4,0.085673797100682,SRY -> WNT4
PGD2,DMRT1,0.0850762036508272,PGD2 -> DMRT1
WT1pKTS,RSPO1,0.0820908654851332,WT1pKTS -> RSPO1
NR0B1,UGR,0.0809157293700155,NR0B1 -> UGR
SOX9,AMH,0.0807873263257736,SOX9 -> AMH
PGD2,RSPO1,0.0783537839643417,PGD2 -> RSPO1
DMRT1,WNT4,0.077171526669066,DMRT1 -> WNT4
GATA4,WT1mKTS,0.0766938842629042,GATA4 -> WT1mKTS
WT1mKTS,GATA4,0.0766938842629042,WT1mKTS -> GATA4
SOX9,RSPO1,0.07661745916058,SOX9 -> RSPO1
SRY,CTNNB1,0.076494649080598,SRY -> CTNNB1
WNT4,FGF9,0.0760461010759268,WNT4 -> FGF9
PGD2,NR0B1,0.0760211684874376,PGD2 -> NR0B1
DKK1,SOX9,0.0759156012966123,DKK1 -> SOX9
NR0B1,CTNNB1,0.0712397355957083,NR0B1 -> CTNNB1
SRY,FGF9,0.0688144068683507,SRY -> FGF9
NR5A1,NR0B1,0.0680311307723544,NR5A1 -> NR0B1
DMRT1,CTNNB1,0.0672692951649497,DMRT1 -> CTNNB1
SOX9,FGF9,0.0670586558862761,SOX9 -> FGF9
FGF9,NR0B1,0.0670014115029449,FGF9 -> NR0B1
DMRT1,NR5A1,0.0663893373686276,DMRT1 -> NR5A1
DHH,SOX9,0.0651459595027112,DHH -> SOX9
SRY,SOX9,0.0648806609816994,SRY -> SOX9
UGR,NR0B1,0.0644486737264764,UGR -> NR0B1
FOXL2,AMH,0.0639569949257874,FOXL2 -> AMH
WNT4,AMH,0.0636044673257197,WNT4 -> AMH
RSPO1,FGF9,0.0634864761063183,RSPO1 -> FGF9
AMH,FOXL2,0.0612684632340176,AMH -> FOXL2
CBX2,CTNNB1,0.060409593125343,CBX2 -> CTNNB1
CTNNB1,SOX9,0.0588778919028514,CTNNB1 -> SOX9
PGD2,WNT4,0.0586656133401456,PGD2 -> WNT4
CBX2,WNT4,0.058638549633747,CBX2 -> WNT4
FOXL2,NR0B1,0.0544956365669173,FOXL2 -> NR0B1
DMRT1,NR0B1,0.0490397152710772,DMRT1 -> NR0B1
SRY,DMRT1,0.0486560061744116,SRY -> DMRT1
WT1pKTS,DMRT1,0.0470485990591284,WT1pKTS -> DMRT1
SOX9,WNT4,0.04667001520438,SOX9 -> WNT4
AMH,DKK1,0.0459837916819155,AMH -> DKK1
WNT4,DKK1,0.0457125713928419,WNT4 -> DKK1
DMRT1,FGF9,0.0443690943802652,DMRT1 -> FGF9
SOX9,NR5A1,0.0427951376580132,SOX9 -> NR5A1
NR5A1,WT1mKTS,0.0423697893904163,NR5A1 -> WT1mKTS
DMRT1,PGD2,0.0410943839526792,DMRT1 -> PGD2
GATA4,CTNNB1,0.0410447347338564,GATA4 -> CTNNB1
DKK1,FGF9,0.0407206088163014,DKK1 -> FGF9
DKK1,NR0B1,0.0401851241928061,DKK1 -> NR0B1
FGF9,SRY,0.0400239553710146,FGF9 -> SRY
GATA4,CBX2,0.0398249446442227,GATA4 -> CBX2
SOX9,PGD2,0.0390761922420145,SOX9 -> PGD2
WT1pKTS,DKK1,0.037420127913935,WT1pKTS -> DKK1
WT1mKTS,CTNNB1,0.036184544046005,WT1mKTS -> CTNNB1
NR0B1,PGD2,0.0358121844350294,NR0B1 -> PGD2
CTNNB1,SRY,0.0355064658809679,CTNNB1 -> SRY
SRY,AMH,0.0347679623210376,SRY -> AMH
AMH,CBX2,0.0338665286879605,AMH -> CBX2
CBX2,DHH,0.033841491616993,CBX2 -> DHH
NR0B1,FGF9,0.0335183352850095,NR0B1 -> FGF9
GATA4,NR0B1,0.0326811743181494,GATA4 -> NR0B1
FOXL2,DMRT1,0.0315700528444572,FOXL2 -> DMRT1
DKK1,RSPO1,0.0312840418133745,DKK1 -> RSPO1
RSPO1,FOXL2,0.0307543354225885,RSPO1 -> FOXL2
DHH,NR5A1,0.0294146100583604,DHH -> NR5A1
NR5A1,WT1pKTS,0.0291085385084173,NR5A1 -> WT1pKTS
FGF9,DKK1,0.0286835097279031,FGF9 -> DKK1
CBX2,FGF9,0.0283209905711241,CBX2 -> FGF9
FOXL2,DKK1,0.0279579811547833,FOXL2 -> DKK1
FGF9,DMRT1,0.0275076712201612,FGF9 -> DMRT1
DHH,DMRT1,0.0274615872425126,DHH -> DMRT1
UGR,SOX9,0.0269985131309035,UGR -> SOX9
SRY,PGD2,0.0264682136609587,SRY -> PGD2
FGF9,CTNNB1,0.0264100224024678,FGF9 -> CTNNB1
CBX2,PGD2,0.0260549698305083,CBX2 -> PGD2
CBX2,DMRT1,0.025240898111741,CBX2 -> DMRT1
CTNNB1,NR0B1,0.0237961885494734,CTNNB1 -> NR0B1
AMH,WNT4,0.0231998556236875,AMH -> WNT4
CBX2,DKK1,0.0230876688739121,CBX2 -> DKK1
AMH,GATA4,0.0220397126219657,AMH -> GATA4
FGF9,WNT4,0.0216790716856477,FGF9 -> WNT4
UGR,DMRT1,0.0207086917094116,UGR -> DMRT1
NR5A1,WNT4,0.0205264683194497,NR5A1 -> WNT4
CBX2,AMH,0.0203116400615737,CBX2 -> AMH
RSPO1,SOX9,0.0202076856631502,RSPO1 -> SOX9
SRY,DHH,0.0195523310832088,SRY -> DHH
GATA4,UGR,0.0193742406221532,GATA4 -> UGR
CTNNB1,DMRT1,0.0189755878008406,CTNNB1 -> DMRT1
WNT4,FOXL2,0.0165483778690035,WNT4 -> FOXL2
UGR,DKK1,0.0145251850567674,UGR -> DKK1
RSPO1,SRY,0.0139107680412856,RSPO1 -> SRY
WNT4,DHH,0.0125838482294625,WNT4 -> DHH
WT1mKTS,CBX2,0.0125829277876344,WT1mKTS -> CBX2
WT1mKTS,SRY,0.0120626332357497,WT1mKTS -> SRY
DKK1,PGD2,0.0112953833710796,DKK1 -> PGD2
WT1mKTS,RSPO1,0.011285509280904,WT1mKTS -> RSPO1
GATA4,WT1pKTS,0.0096664400015784,GATA4 -> WT1pKTS
PGD2,DKK1,0.0095934489176311,PGD2 -> DKK1
WNT4,PGD2,0.0084108819370749,WNT4 -> PGD2
DHH,SRY,0.0072682247528022,DHH -> SRY
GATA4,SOX9,0.0070915026578064,GATA4 -> SOX9
WT1mKTS,AMH,0.0069669062968321,WT1mKTS -> AMH
WNT4,DMRT1,0.0064510990914672,WNT4 -> DMRT1
WT1mKTS,NR0B1,0.0064238892546794,WT1mKTS -> NR0B1
UGR,WNT4,0.0058396886809528,UGR -> WNT4
GATA4,SRY,0.0047007846192767,GATA4 -> SRY
SRY,NR5A1,0.0030871019928233,SRY -> NR5A1
WT1mKTS,DMRT1,0.0029759810883854,WT1mKTS -> DMRT1
DHH,DKK1,0.0021657651381686,DHH -> DKK1
WT1mKTS,PGD2,0.0017381641036865,WT1mKTS -> PGD2
GATA4,DKK1,0.0016571670726583,GATA4 -> DKK1
AMH,DMRT1,0.001644067136209,AMH -> DMRT1
FGF9,NR5A1,0.0010736931232567,FGF9 -> NR5A1
