feat_importance,shap,Gene1,Gene2,feat_Proba,EdgeWeight
0.024416851,0.006379097,TNF,SLC11A1,0.032963057,0.008004898
0.220043512,0.264964803,HLA-DRB1,SLC11A1,0.297061523,0.332494778
0.104675216,0.062167241,HLA-DQA1,SLC11A1,0.141312865,0.078011429
0.098269291,0.058572367,HLA-DQA1,SLC11A1,0.132664786,0.073500351
4.01E-07,4.84E-07,ARG1,SLC11A1,5.41E-07,6.08E-07
5.96E-05,1.10E-05,IL6,SLC11A1,8.04E-05,1.38E-05
0,0,MBL2,SLC11A1,0,0
0.034814938,0.005901846,IL18,SLC11A1,0.047000607,0.007406014
0.012937279,0.023540655,IFNG,SLC11A1,0.01746549,0.02954032
0.000496071,0.000666459,CCL2,SLC11A1,0.000669703,0.000836316
0.399198848,0.076932296,HMOX1,SLC11A1,0.538923492,0.096539564
0,0,ARG1,CCR5,0,0
0,0,CRP,CCR5,0,0
0.001069775,0.000142059,IL10,CCR5,0.00144421,0.000178265
0.000896295,0.000352712,IL1B,CCR5,0.001210009,0.000442605
0.01040841,0.003267973,SLC11A1,CCR5,0.014051485,0.004100862
0.003751204,0.000455841,CXCL8,CCR5,0.005064173,0.000572018
0,0,CSF2,CCR5,0,0
0.000108734,5.81E-06,IL4,CCR5,0.000146793,7.30E-06
0.01998644,0.00648273,LTA,CCR5,0.026981947,0.008134945
0.020930142,0.000868416,TNF,CCR5,0.028255956,0.001089744
0.362789596,0.02309206,HLA-DRB1,CCR5,0.489770543,0.028977394
0.176787372,0.018294383,HLA-DQA1,CCR5,0.238665187,0.022956962
0.279818014,0.039119834,HLA-DQA1,CCR5,0.377757858,0.049090069
5.14E-06,8.41E-07,ARG1,CCR5,6.93E-06,1.06E-06
4.68E-20,0,IL6,CCR5,6.32E-20,0
0,0,MBL2,CCR5,0,0
0.002491748,0.000600257,IL18,CCR5,0.003363891,0.000753241
0.100059387,0.024459698,IFNG,CCR5,0.135081438,0.030693594
3.55E-06,1.05E-06,CCL2,CCR5,4.79E-06,1.31E-06
0.020894196,0.00451741,HMOX1,CCR5,0.028207429,0.005668735
0,0,ARG1,CXCL8,0,0
0,0,CRP,CXCL8,0,0
0.001123156,5.32E-05,IL10,CXCL8,0.001516275,6.67E-05
0.14672217,0.006104093,IL1B,CXCL8,0.198076784,0.007659807
0.169529048,0.029055666,SLC11A1,CXCL8,0.228866359,0.036460908
0.025520369,0.000812775,CCR5,CXCL8,0.034452821,0.001019923
0,0,CSF2,CXCL8,0,0
4.82E-05,8.04E-06,IL4,CXCL8,6.50E-05,1.01E-05
0.000940945,1.86E-05,LTA,CXCL8,0.001270288,2.33E-05
0.029928308,0.001618819,TNF,CXCL8,0.040403594,0.002031397
0.16421011,0.015166179,HLA-DRB1,CXCL8,0.221685725,0.019031491
0.135107048,0.034318073,HLA-DQA1,CXCL8,0.182396223,0.043064513
0.146619189,0.017259867,HLA-DQA1,CXCL8,0.19793776,0.021658785
0,0,ARG1,CXCL8,0,0
0,0,IL6,CXCL8,0,0
0,0,MBL2,CXCL8,0,0
0.072026502,0.002916734,IL18,CXCL8,0.097236688,0.003660105
0.000212415,0.000220254,IFNG,CXCL8,0.000286764,0.000276389
0.000173964,3.15E-05,CCL2,CXCL8,0.000234854,3.95E-05
0.107838608,0.01212921,HMOX1,CXCL8,0.145583485,0.015220508
0,0,ARG1,CSF2,0,0
0,0,CRP,CSF2,0,0
0,0,IL10,CSF2,0,0
0,0,IL1B,CSF2,0,0
0,0,SLC11A1,CSF2,0,0
0,0,CCR5,CSF2,0,0
0,0,CXCL8,CSF2,0,0
0,0,IL4,CSF2,0,0
0,0,LTA,CSF2,0,0
0,0,TNF,CSF2,0,0
0,0,HLA-DRB1,CSF2,0,0
0,0,HLA-DQA1,CSF2,0,0
0,0,HLA-DQA1,CSF2,0,0
0,0,ARG1,CSF2,0,0
0,0,IL6,CSF2,0,0
0,0,MBL2,CSF2,0,0
0,0,IL18,CSF2,0,0
0,0,IFNG,CSF2,0,0
0,0,CCL2,CSF2,0,0
0,0,HMOX1,CSF2,0,0
0,0,ARG1,IL4,0,0
0,0,CRP,IL4,0,0
1.87E-06,1.04E-06,IL10,IL4,2.53E-06,1.31E-06
0.001315419,1.00E-05,IL1B,IL4,0.001775833,1.25E-05
0.066573111,0.003847381,SLC11A1,IL4,0.089874541,0.00482794
0.001053773,2.17E-05,CCR5,IL4,0.001422607,2.72E-05
4.45E-07,1.30E-08,CXCL8,IL4,6.00E-07,1.63E-08
0,0,CSF2,IL4,0,0
0.000401699,2.08E-05,LTA,IL4,0.000542298,2.61E-05
0.00482888,3.44E-05,TNF,IL4,0.006519049,4.31E-05
0.427781801,0.003007028,HLA-DRB1,IL4,0.577510841,0.003773411
0.084642076,0.002959926,HLA-DQA1,IL4,0.114267873,0.003714304
0.364373894,0.003992619,HLA-DQA1,IL4,0.491909365,0.005010194
2.96E-07,1.23E-07,ARG1,IL4,4.00E-07,1.54E-07
0,0,IL6,IL4,0,0
0,0,MBL2,IL4,0,0
0.001714485,8.87E-06,IL18,IL4,0.002314577,1.11E-05
0.045541088,0.002997868,IFNG,IL4,0.061481045,0.003761917
0,0,CCL2,IL4,0,0
0.001771162,0.000233147,HMOX1,IL4,0.002391091,0.000292568
0,0,ARG1,LTA,0,0
0,0,CRP,LTA,0,0
0.029487999,0.001266551,IL10,LTA,0.039809172,0.00158935
0.002043233,0.000758176,IL1B,LTA,0.002758391,0.000951407
0.029735011,0.006180659,SLC11A1,LTA,0.040142641,0.007755887
0.021286332,0.00134449,CCR5,LTA,0.028736817,0.001687153
0.000328909,6.18E-05,CXCL8,LTA,0.000444031,7.76E-05
0,0,CSF2,LTA,0,0
0.000258251,1.36E-05,IL4,LTA,0.000348642,1.70E-05
0.096947014,0.001498686,TNF,LTA,0.130879694,0.001880647
0.4483981,0.021608104,HLA-DRB1,LTA,0.605343105,0.027115231
0.114388302,0.012575788,HLA-DQA1,LTA,0.154425654,0.015780903
0.150416725,0.014345452,HLA-DQA1,LTA,0.203064481,0.018001591
0.000222862,1.24E-05,ARG1,LTA,0.000300867,1.55E-05
3.12E-06,4.07E-07,IL6,LTA,4.21E-06,5.11E-07
0,0,MBL2,LTA,0,0
0.0059596,0.001116852,IL18,LTA,0.008045535,0.001401497
0.074081224,0.004511495,IFNG,LTA,0.100010589,0.005661312
8.70E-07,1.92E-07,CCL2,LTA,1.17E-06,2.41E-07
0.026442449,0.003546064,HMOX1,LTA,0.035697641,0.004449828
0,0,ARG1,TNF,0,0
0,0,CRP,TNF,0,0
0.004740373,0.000856465,IL10,TNF,0.006399564,0.001074747
0.036190617,0.021257513,IL1B,TNF,0.048857791,0.026675286
0.059332032,0.007920087,SLC11A1,TNF,0.080098994,0.009938632
0.01627392,0.00438707,CCR5,TNF,0.021969997,0.005505176
0.011375374,0.001374574,CXCL8,TNF,0.015356899,0.001724904
0,0,CSF2,TNF,0,0
0.000107781,3.63E-06,IL4,TNF,0.000145505,4.56E-06
0.03019024,0.003417988,LTA,TNF,0.040757206,0.00428911
0.402822559,0.024378845,HLA-DRB1,TNF,0.543815548,0.030592134
0.13445591,0.022381763,HLA-DQA1,TNF,0.181517179,0.028086068
0.147275244,0.012653995,HLA-DQA1,TNF,0.198823442,0.015879042
1.30E-05,2.65E-06,ARG1,TNF,1.76E-05,3.33E-06
9.94E-06,1.78E-06,IL6,TNF,1.34E-05,2.23E-06
0,0,MBL2,TNF,0,0
0.011580823,0.001097837,IL18,TNF,0.015634257,0.001377636
0.073096113,0.013100854,IFNG,TNF,0.098680677,0.016439789
0.001461355,0.000177066,CCL2,TNF,0.001972848,0.000222194
0.071074708,0.0068469,HMOX1,TNF,0.095951754,0.008591928
0,0,ARG1,HLA-DRB1,0,0
0,0,CRP,HLA-DRB1,0,0
0.007148218,0.002691145,IL10,HLA-DRB1,0.009650185,0.00337702
0.007718567,0.010781978,IL1B,HLA-DRB1,0.010420163,0.013529915
0.073985262,0.050681417,SLC11A1,HLA-DRB1,0.099881039,0.063598282
0.013591509,0.005625065,CCR5,HLA-DRB1,0.018348708,0.007058692
0.00538065,0.002820717,CXCL8,HLA-DRB1,0.007263946,0.003539616
0,0,CSF2,HLA-DRB1,0,0
0.002280635,0.000590994,IL4,HLA-DRB1,0.003078886,0.000741617
0.020478852,0.005798185,LTA,HLA-DRB1,0.02764671,0.007275934
0.021689191,0.01597253,TNF,HLA-DRB1,0.029280682,0.020043352
0.470802811,0.307698366,HLA-DQA1,HLA-DRB1,0.635589748,0.386119586
0.25986342,0.290059331,HLA-DQA1,HLA-DRB1,0.350818903,0.363984996
0.000126729,6.65E-05,ARG1,HLA-DRB1,0.000171086,8.34E-05
0.000138475,0.00026103,IL6,HLA-DRB1,0.000186942,0.000327557
0,0,MBL2,HLA-DRB1,0,0
0.00672956,0.001222323,IL18,HLA-DRB1,0.009084991,0.001533849
0.0596035,0.046652872,IFNG,HLA-DRB1,0.080465479,0.058543007
6.83E-05,0.000220013,CCL2,HLA-DRB1,9.21E-05,0.000276086
0.050394365,0.135344689,HMOX1,HLA-DRB1,0.06803303,0.16983917
0,0,ARG1,HLA-DQA1,0,0
0,0,CRP,HLA-DQA1,0,0
0.010061581,0.013231826,IL10,HLA-DQA1,0.013583262,0.016604141
0.012290144,0.010044146,IL1B,HLA-DQA1,0.01659185,0.012604037
0.059669736,0.059276824,SLC11A1,HLA-DQA1,0.080554899,0.074384349
0.015369308,0.002518258,CCR5,HLA-DQA1,0.02074876,0.003160071
0.0068968,0.002717131,CXCL8,HLA-DQA1,0.009310767,0.003409629
0,0,CSF2,HLA-DQA1,0,0
0.002332744,0.000884795,IL4,HLA-DQA1,0.003149234,0.001110298
0.014072604,0.003977563,LTA,HLA-DQA1,0.018998193,0.0049913
0.026879159,0.010484791,TNF,HLA-DQA1,0.036287204,0.013156986
0.740733803,0.796899142,HLA-DRB1,HLA-DQA1,1,1
2.22E-06,5.04E-06,ARG1,HLA-DQA1,3.00E-06,6.32E-06
0.001077933,0.000292588,IL6,HLA-DQA1,0.001455223,0.000367158
0,0,MBL2,HLA-DQA1,0,0
0.009891928,0.005455816,IL18,HLA-DQA1,0.013354228,0.006846307
0.048228659,0.0267584,IFNG,HLA-DQA1,0.0651093,0.033578151
0.00077514,0.000437097,CCL2,HLA-DQA1,0.001046448,0.000548498
0.051718241,0.096980466,HMOX1,HLA-DQA1,0.06982028,0.12169729
0,0,ARG1,HLA-DQA1,0,0
0,0,CRP,HLA-DQA1,0,0
0.010061581,0.013231826,IL10,HLA-DQA1,0.013583262,0.016604141
0.012290144,0.010044146,IL1B,HLA-DQA1,0.01659185,0.012604037
0.059669736,0.059276824,SLC11A1,HLA-DQA1,0.080554899,0.074384349
0.015369308,0.002518258,CCR5,HLA-DQA1,0.02074876,0.003160071
0.0068968,0.002717131,CXCL8,HLA-DQA1,0.009310767,0.003409629
0,0,CSF2,HLA-DQA1,0,0
0.002332744,0.000884795,IL4,HLA-DQA1,0.003149234,0.001110298
0.014072604,0.003977563,LTA,HLA-DQA1,0.018998193,0.0049913
0.026879159,0.010484791,TNF,HLA-DQA1,0.036287204,0.013156986
0.740733803,0.796899142,HLA-DRB1,HLA-DQA1,1,1
2.22E-06,5.04E-06,ARG1,HLA-DQA1,3.00E-06,6.32E-06
0.001077933,0.000292588,IL6,HLA-DQA1,0.001455223,0.000367158
0,0,MBL2,HLA-DQA1,0,0
0.009891928,0.005455816,IL18,HLA-DQA1,0.013354228,0.006846307
0.048228659,0.0267584,IFNG,HLA-DQA1,0.0651093,0.033578151
0.00077514,0.000437097,CCL2,HLA-DQA1,0.001046448,0.000548498
0.051718241,0.096980466,HMOX1,HLA-DQA1,0.06982028,0.12169729
0,0,CRP,ARG1,0,0
0.014194718,2.80E-07,IL10,ARG1,0.019163048,3.51E-07
0,0,IL1B,ARG1,0,0
0.013868647,8.78E-06,SLC11A1,ARG1,0.018722848,1.10E-05
0.019374482,7.18E-07,CCR5,ARG1,0.026155796,9.00E-07
0,0,CXCL8,ARG1,0,0
0,0,CSF2,ARG1,0,0
0.002307688,4.92E-08,IL4,ARG1,0.003115408,6.18E-08
0.125079623,1.07E-06,LTA,ARG1,0.168859073,1.34E-06
0.050908762,4.06E-06,TNF,ARG1,0.068727472,5.10E-06
0.535161679,3.25E-05,HLA-DRB1,ARG1,0.722475034,4.08E-05
0.069455436,2.89E-05,HLA-DQA1,ARG1,0.093765718,3.62E-05
0.090496824,3.09E-05,HLA-DQA1,ARG1,0.122171856,3.88E-05
0,0,IL6,ARG1,0,0
0,0,MBL2,ARG1,0,0
0.01102907,8.77E-07,IL18,ARG1,0.014889384,1.10E-06
0.058323942,8.01E-06,IFNG,ARG1,0.078738059,1.00E-05
0,0,CCL2,ARG1,0,0
0.00979913,6.13E-06,HMOX1,ARG1,0.013228949,7.69E-06
0,0,ARG1,IL6,0,0
0,0,CRP,IL6,0,0
0.00167409,6.47E-07,IL10,IL6,0.002260043,8.12E-07
0.001500638,1.04E-06,IL1B,IL6,0.00202588,1.30E-06
0.017567123,7.03E-05,SLC11A1,IL6,0.023715839,8.83E-05
0.001691207,9.60E-07,CCR5,IL6,0.002283151,1.21E-06
0.001000425,2.56E-07,CXCL8,IL6,0.001350587,3.22E-07
0,0,CSF2,IL6,0,0
5.00E-05,6.03E-08,IL4,IL6,6.75E-05,7.56E-08
0.00152049,8.27E-07,LTA,IL6,0.002052681,1.04E-06
0.00379649,2.78E-06,TNF,IL6,0.00512531,3.49E-06
0.25010113,0.000379845,HLA-DRB1,IL6,0.337639688,0.000476654
0.359318723,0.000281018,HLA-DQA1,IL6,0.48508482,0.00035264
0.339039663,0.000477824,HLA-DQA1,IL6,0.457707833,0.000599605
0,0,ARG1,IL6,0,0
0,0,MBL2,IL6,0,0
0.00200085,1.54E-06,IL18,IL6,0.002701173,1.93E-06
0.017239346,1.52E-05,IFNG,IL6,0.023273335,1.91E-05
0,0,CCL2,IL6,0,0
0.003499802,2.04E-05,HMOX1,IL6,0.004724777,2.56E-05
0,0,ARG1,MBL2,0,0
0,0,CRP,MBL2,0,0
0,0,IL10,MBL2,0,0
0,0,IL1B,MBL2,0,0
0,0,SLC11A1,MBL2,0,0
0,0,CCR5,MBL2,0,0
0,0,CXCL8,MBL2,0,0
0,0,CSF2,MBL2,0,0
0,0,IL4,MBL2,0,0
0,0,LTA,MBL2,0,0
0,0,TNF,MBL2,0,0
0,0,HLA-DRB1,MBL2,0,0
0,0,HLA-DQA1,MBL2,0,0
0,0,HLA-DQA1,MBL2,0,0
0,0,ARG1,MBL2,0,0
0,0,IL6,MBL2,0,0
0,0,IL18,MBL2,0,0
0,0,IFNG,MBL2,0,0
0,0,CCL2,MBL2,0,0
0,0,HMOX1,MBL2,0,0
0,0,ARG1,IL18,0,0
0,0,CRP,IL18,0,0
0.008401252,0.00018868,IL10,IL18,0.011341797,0.000236768
0.058057304,0.006152799,IL1B,IL18,0.078378095,0.007720925
0.13882059,0.049978555,SLC11A1,IL18,0.187409552,0.062716287
0.011284041,0.00042403,CCR5,IL18,0.015233599,0.0005321
0.061363154,0.011945286,CXCL8,IL18,0.082841034,0.014989708
0,0,CSF2,IL18,0,0
0.000170723,9.97E-06,IL4,IL18,0.000230479,1.25E-05
0.020549039,0.004460921,LTA,IL18,0.027741462,0.005597848
0.027947675,0.002204786,TNF,IL18,0.037729715,0.002766706
0.249556922,0.015505972,HLA-DRB1,IL18,0.336905,0.019457885
0.102344595,0.018318683,HLA-DQA1,IL18,0.138166497,0.022987454
0.202168058,0.033731645,HLA-DQA1,IL18,0.272929434,0.042328625
2.10E-06,4.92E-07,ARG1,IL18,2.83E-06,6.18E-07
0,0,IL6,IL18,0,0
0,0,MBL2,IL18,0,0
0.011652938,0.001009715,IFNG,IL18,0.015731613,0.001267055
0.001164014,0.000155168,CCL2,IL18,0.001571434,0.000194714
0.106517595,0.024611955,HMOX1,IL18,0.1438001,0.030884655
0,0,ARG1,IFNG,0,0
0,0,CRP,IFNG,0,0
0.01866804,0.00454449,IL10,IFNG,0.025202091,0.005702716
0.001013482,0.000301803,IL1B,IFNG,0.001368213,0.000378722
0.022871567,0.017667947,SLC11A1,IFNG,0.030876905,0.02217087
0.031607244,0.005110405,CCR5,IFNG,0.042670178,0.006412863
0.00022397,0.000159712,CXCL8,IFNG,0.000302362,0.000200417
0,0,CSF2,IFNG,0,0
0.002355889,0.000773714,IL4,IFNG,0.003180481,0.000970905
0.024266399,0.016472726,LTA,IFNG,0.032759946,0.02067103
0.056190899,0.009043658,TNF,IFNG,0.075858424,0.01134856
0.461996209,0.06546693,HLA-DRB1,IFNG,0.623700724,0.08215209
0.181244155,0.0304522,HLA-DQA1,IFNG,0.244681901,0.038213368
0.168888867,0.02691987,HLA-DQA1,IFNG,0.228002106,0.033780774
7.17E-06,1.85E-06,ARG1,IFNG,9.68E-06,2.32E-06
6.74E-05,1.92E-05,IL6,IFNG,9.09E-05,2.41E-05
0,0,MBL2,IFNG,0,0
0.003424337,0.000787892,IL18,IFNG,0.004622899,0.000988698
7.83E-06,5.45E-06,CCL2,IFNG,1.06E-05,6.84E-06
0.027166579,0.013253088,HMOX1,IFNG,0.036675225,0.016630823
0,0,ARG1,CCL2,0,0
0,0,CRP,CCL2,0,0
0.000664986,1.13E-06,IL10,CCL2,0.000897739,1.42E-06
0.113325553,0.000898992,IL1B,CCL2,0.15299093,0.001128112
0.170734539,0.001996174,SLC11A1,CCL2,0.230493786,0.002504927
0.000619448,4.31E-05,CCR5,CCL2,0.000836263,5.41E-05
0.00265045,5.12E-05,CXCL8,CCL2,0.003578141,6.43E-05
0,0,CSF2,CCL2,0,0
0,0,IL4,CCL2,0,0
3.87E-07,6.97E-07,LTA,CCL2,5.22E-07,8.75E-07
0.018480961,0.000158199,TNF,CCL2,0.024949531,0.000198519
0.133816391,0.001633071,HLA-DRB1,CCL2,0.18065382,0.002049282
0.18032402,0.004326282,HLA-DQA1,CCL2,0.243439707,0.005428895
0.154527461,0.001911498,HLA-DQA1,CCL2,0.208614027,0.00239867
0,0,ARG1,CCL2,0,0
0,0,IL6,CCL2,0,0
0,0,MBL2,CCL2,0,0
0.043656102,0.000295485,IL18,CCL2,0.05893629,0.000370794
0.001174094,3.37E-05,IFNG,CCL2,0.001585041,4.23E-05
0.180025608,0.002338949,HMOX1,CCL2,0.243036847,0.002935062
0,0,ARG1,HMOX1,0,0
0,0,CRP,HMOX1,0,0
0.009575015,0.001659036,IL10,HMOX1,0.012926391,0.002081865
0.044456335,0.006832411,IL1B,HMOX1,0.060016615,0.008573747
0.431222587,0.139883533,SLC11A1,HMOX1,0.582155946,0.175534802
0.004113971,0.001543996,CCR5,HMOX1,0.005553912,0.001937504
0.022549421,0.018512076,CXCL8,HMOX1,0.030442003,0.023230136
0,0,CSF2,HMOX1,0,0
5.96E-05,0.000129919,IL4,HMOX1,8.04E-05,0.000163031
0.005716436,0.001998,LTA,HMOX1,0.00771726,0.002507218
0.058515856,0.010979461,TNF,HMOX1,0.078997145,0.01377773
0.161846789,0.13538402,HLA-DRB1,HMOX1,0.218495212,0.169888526
0.09699124,0.02725816,HLA-DQA1,HMOX1,0.130939401,0.034205282
0.117967021,0.041237954,HLA-DQA1,HMOX1,0.15925697,0.051748022
1.57E-07,9.20E-07,ARG1,HMOX1,2.12E-07,1.15E-06
4.40E-07,2.94E-07,IL6,HMOX1,5.95E-07,3.69E-07
0,0,MBL2,HMOX1,0,0
0.030924876,0.004226984,IL18,HMOX1,0.041748973,0.00530429
0.015300566,0.005797859,IFNG,HMOX1,0.020655958,0.007275525
0.000759722,9.74E-05,CCL2,HMOX1,0.001025634,0.000122174
