feat_importance,shap,Gene1,Gene2,feat_Proba,EdgeWeight
0.025329513,0.011016265,TNF,SLC11A1,0.033704389,0.013694264
0.101440869,0.079231055,HLA-DQA1,SLC11A1,0.134980979,0.098491733
0.000127895,3.42E-05,ARG1,SLC11A1,0.000170182,4.26E-05
0.020158621,0.005404968,HLA-DQA1,SLC11A1,0.026823809,0.006718889
0.000656625,0.000377419,IL6,SLC11A1,0.00087373,0.000469167
0,0,MBL2,SLC11A1,0,0
0.305022003,0.080801056,HMOX1,SLC11A1,0.405873581,0.100443394
0.051379691,0.012713867,IL18,SLC11A1,0.068367721,0.015804546
0.00940699,0.004795791,IFNG,SLC11A1,0.012517289,0.005961624
0.002515424,0.000694184,CCL2,SLC11A1,0.003347116,0.000862937
0.373872713,0.167088887,HLA-DRB1,SLC11A1,0.497488887,0.20770737
0,0,ARG1,CCR5,0,0
0,0,CRP,CCR5,0,0
0.000602163,8.01E-05,IL10,CCR5,0.00080126,9.95E-05
0.029366014,0.001987514,IL1B,CCR5,0.039075507,0.002470668
0.052682409,0.008842973,SLC11A1,CCR5,0.070101166,0.010992656
0.010129343,0.001610655,CXCL8,CCR5,0.013478479,0.002002198
0,0,CSF2,CCR5,0,0
0,0,IL4,CCR5,0,0
0.071665795,0.00086175,LTA,CCR5,0.095361162,0.001071237
0.050723175,0.000981424,TNF,CCR5,0.067494137,0.001220004
0.130165141,0.010329941,HLA-DQA1,CCR5,0.17320256,0.012841098
5.29E-06,2.47E-06,ARG1,CCR5,7.04E-06,3.07E-06
0.011804508,0.001465374,HLA-DQA1,CCR5,0.015707516,0.001821599
0.000136283,4.02E-06,IL6,CCR5,0.000181343,4.99E-06
0,0,MBL2,CCR5,0,0
0.05627369,0.036023308,HMOX1,CCR5,0.074879857,0.044780396
0.031233418,0.003329329,IL18,CCR5,0.041560344,0.004138672
0.060934238,0.008072092,IFNG,CCR5,0.081081356,0.010034378
5.58E-05,1.35E-06,CCL2,CCR5,7.43E-05,1.67E-06
0.494222687,0.034374642,HLA-DRB1,CCR5,0.657631023,0.042730948
0,0,ARG1,CXCL8,0,0
0,0,CRP,CXCL8,0,0
1.98E-05,3.79E-05,IL10,CXCL8,2.64E-05,4.71E-05
0.071995892,0.004937788,IL1B,CXCL8,0.095800402,0.00613814
0.288429652,0.204675682,SLC11A1,CXCL8,0.383795184,0.254431329
0.008307853,0.001819924,CCR5,CXCL8,0.011054738,0.002262339
0,0,CSF2,CXCL8,0,0
0,0,IL4,CXCL8,0,0
0.000762686,0.000351701,LTA,CXCL8,0.001014858,0.000437198
0.03331304,0.00293886,TNF,CXCL8,0.044327566,0.003653283
0.087477528,0.044718217,HLA-DQA1,CXCL8,0.116400841,0.055588995
2.25E-07,2.78E-07,ARG1,CXCL8,2.99E-07,3.46E-07
0.016425813,0.007227469,HLA-DQA1,CXCL8,0.021856795,0.008984431
1.20E-05,3.68E-06,IL6,CXCL8,1.59E-05,4.57E-06
0,0,MBL2,CXCL8,0,0
0.112358226,0.095329886,HMOX1,CXCL8,0.149508019,0.118504111
0.080374455,0.013520794,IL18,CXCL8,0.106949228,0.016807632
0.002128087,0.000684227,IFNG,CXCL8,0.002831712,0.000850559
0.008058432,0.000571344,CCL2,CXCL8,0.010722848,0.000710235
0.290336302,0.136480123,HLA-DRB1,CXCL8,0.386332243,0.169657767
0,0,ARG1,CSF2,0,0
0,0,CRP,CSF2,0,0
0,0,IL10,CSF2,0,0
0,0,IL1B,CSF2,0,0
0,0,SLC11A1,CSF2,0,0
0,0,CCR5,CSF2,0,0
0,0,CXCL8,CSF2,0,0
0,0,IL4,CSF2,0,0
0,0,LTA,CSF2,0,0
0,0,TNF,CSF2,0,0
0,0,HLA-DQA1,CSF2,0,0
0,0,ARG1,CSF2,0,0
0,0,HLA-DQA1,CSF2,0,0
0,0,IL6,CSF2,0,0
0,0,MBL2,CSF2,0,0
0,0,HMOX1,CSF2,0,0
0,0,IL18,CSF2,0,0
0,0,IFNG,CSF2,0,0
0,0,CCL2,CSF2,0,0
0,0,HLA-DRB1,CSF2,0,0
0,0,ARG1,IL4,0,0
0,0,CRP,IL4,0,0
0,0,IL10,IL4,0,0
0,0,IL1B,IL4,0,0
0,0,SLC11A1,IL4,0,0
0,0,CCR5,IL4,0,0
0,0,CXCL8,IL4,0,0
0,0,CSF2,IL4,0,0
0,0,LTA,IL4,0,0
0,0,TNF,IL4,0,0
0,0,HLA-DQA1,IL4,0,0
0,0,ARG1,IL4,0,0
0,0,HLA-DQA1,IL4,0,0
0,0,IL6,IL4,0,0
0,0,MBL2,IL4,0,0
0,0,HMOX1,IL4,0,0
0,0,IL18,IL4,0,0
0,0,IFNG,IL4,0,0
0,0,CCL2,IL4,0,0
0,0,HLA-DRB1,IL4,0,0
0,0,ARG1,LTA,0,0
0,0,CRP,LTA,0,0
7.79E-05,8.34E-06,IL10,LTA,0.000103623,1.04E-05
0.001158716,0.000736068,IL1B,LTA,0.00154183,0.000915003
0.031760678,0.05568034,SLC11A1,LTA,0.042261935,0.069215956
0.047532678,0.001141191,CCR5,LTA,0.063248743,0.001418609
0.001322486,0.000414567,CXCL8,LTA,0.001759748,0.000515346
0,0,CSF2,LTA,0,0
0,0,IL4,LTA,0,0
0.152938606,0.00178535,TNF,LTA,0.203505777,0.002219359
0.176572253,0.011223464,HLA-DQA1,LTA,0.234953584,0.013951833
0.000155256,1.72E-05,ARG1,LTA,0.000206589,2.14E-05
0.023651835,0.001226608,HLA-DQA1,LTA,0.031472008,0.001524791
0.003846292,0.000117818,IL6,LTA,0.005118019,0.000146459
0,0,MBL2,LTA,0,0
0.019002939,0.007413119,HMOX1,LTA,0.025286014,0.009215212
0.010748312,0.000804107,IL18,LTA,0.014302102,0.000999582
0.094586323,0.001637401,IFNG,LTA,0.125860067,0.002035445
1.57E-06,7.00E-08,CCL2,LTA,2.09E-06,8.70E-08
0.436644185,0.073228685,HLA-DRB1,LTA,0.581014934,0.091030217
0,0,ARG1,TNF,0,0
0,0,CRP,TNF,0,0
0.000103517,1.27E-05,IL10,TNF,0.000137743,1.58E-05
0.026147548,0.001171416,IL1B,TNF,0.034792897,0.001456182
0.106095809,0.01111171,SLC11A1,TNF,0.141175016,0.013812912
0.024233409,0.001442927,CCR5,TNF,0.032245873,0.001793696
0.027179499,0.007073589,CXCL8,TNF,0.036166049,0.008793143
0,0,CSF2,TNF,0,0
0,0,IL4,TNF,0,0
0.073235946,0.001809127,LTA,TNF,0.097450464,0.002248917
0.098548918,0.007974791,HLA-DQA1,TNF,0.131132843,0.009913424
4.46E-05,8.39E-06,ARG1,TNF,5.93E-05,1.04E-05
0.023501234,0.006064884,HLA-DQA1,TNF,0.031271614,0.007539228
0.005437352,0.000438923,IL6,TNF,0.007235142,0.000545623
0,0,MBL2,TNF,0,0
0.086681903,0.051340378,HMOX1,TNF,0.115342152,0.06382097
0.027920638,0.001975596,IL18,TNF,0.037152236,0.002455854
0.124188572,0.0037767,IFNG,TNF,0.165249917,0.004694798
0.00104307,8.50E-05,CCL2,TNF,0.001387947,0.000105616
0.375638011,0.053148693,HLA-DRB1,TNF,0.499837859,0.066068878
0,0,ARG1,HLA-DQA1,0,0
0,0,CRP,HLA-DQA1,0,0
0.00019647,2.96E-05,IL10,HLA-DQA1,0.000261431,3.68E-05
0.014181926,0.004114095,IL1B,HLA-DQA1,0.018870997,0.005114212
0.098620892,0.060689965,SLC11A1,HLA-DQA1,0.131228614,0.075443396
0.006782528,0.00150552,CCR5,HLA-DQA1,0.009025082,0.001871504
0.01239549,0.002952457,CXCL8,HLA-DQA1,0.016493899,0.003670184
0,0,CSF2,HLA-DQA1,0,0
0,0,IL4,HLA-DQA1,0,0
0.008948195,0.002597118,LTA,HLA-DQA1,0.0119068,0.003228464
0.012337431,0.003516936,TNF,HLA-DQA1,0.016416643,0.004371885
1.93E-06,1.99E-06,ARG1,HLA-DQA1,2.56E-06,2.47E-06
0.001654472,0.000311553,IL6,HLA-DQA1,0.002201501,0.00038729
0,0,MBL2,HLA-DQA1,0,0
0.060232179,0.023360464,HMOX1,HLA-DQA1,0.080147169,0.029039277
0.022216933,0.007580817,IL18,HLA-DQA1,0.029562675,0.009423676
0.009305453,0.00254756,IFNG,HLA-DQA1,0.012382181,0.003166859
0.001606377,0.000569446,CCL2,HLA-DQA1,0.002137504,0.000707876
0.751519727,0.804443706,HLA-DRB1,HLA-DQA1,1,1
0,0,CRP,ARG1,0,0
2.80E-06,3.85E-08,IL10,ARG1,3.73E-06,4.78E-08
0.002599608,3.94E-06,IL1B,ARG1,0.003459135,4.90E-06
0.298642636,7.48E-05,SLC11A1,ARG1,0.397384959,9.30E-05
0.000101547,1.51E-06,CCR5,ARG1,0.000135122,1.88E-06
1.62E-05,2.24E-06,CXCL8,ARG1,2.16E-05,2.79E-06
0,0,CSF2,ARG1,0,0
0,0,IL4,ARG1,0,0
0.000451873,4.01E-06,LTA,ARG1,0.000601279,4.99E-06
0.008138803,1.07E-05,TNF,ARG1,0.010829793,1.33E-05
0.013121697,4.64E-05,HLA-DQA1,ARG1,0.017460216,5.77E-05
0.00119717,5.32E-06,HLA-DQA1,ARG1,0.001592998,6.61E-06
0,0,IL6,ARG1,0,0
0,0,MBL2,ARG1,0,0
0.392607046,8.46E-05,HMOX1,ARG1,0.522417485,0.000105223
0.000633505,9.24E-06,IL18,ARG1,0.000842965,1.15E-05
0.001471887,8.96E-06,IFNG,ARG1,0.001958548,1.11E-05
0,0,CCL2,ARG1,0,0
0.281015179,0.000113882,HLA-DRB1,ARG1,0.373929211,0.000141566
0,0,ARG1,HLA-DQA1,0,0
0,0,CRP,HLA-DQA1,0,0
0.00019647,2.96E-05,IL10,HLA-DQA1,0.000261431,3.68E-05
0.014181926,0.004114095,IL1B,HLA-DQA1,0.018870997,0.005114212
0.098620892,0.060689965,SLC11A1,HLA-DQA1,0.131228614,0.075443396
0.006782528,0.00150552,CCR5,HLA-DQA1,0.009025082,0.001871504
0.01239549,0.002952457,CXCL8,HLA-DQA1,0.016493899,0.003670184
0,0,CSF2,HLA-DQA1,0,0
0,0,IL4,HLA-DQA1,0,0
0.008948195,0.002597118,LTA,HLA-DQA1,0.0119068,0.003228464
0.012337431,0.003516936,TNF,HLA-DQA1,0.016416643,0.004371885
1.93E-06,1.99E-06,ARG1,HLA-DQA1,2.56E-06,2.47E-06
0.001654472,0.000311553,IL6,HLA-DQA1,0.002201501,0.00038729
0,0,MBL2,HLA-DQA1,0,0
0.060232179,0.023360464,HMOX1,HLA-DQA1,0.080147169,0.029039277
0.022216933,0.007580817,IL18,HLA-DQA1,0.029562675,0.009423676
0.009305453,0.00254756,IFNG,HLA-DQA1,0.012382181,0.003166859
0.001606377,0.000569446,CCL2,HLA-DQA1,0.002137504,0.000707876
0.751519727,0.804443706,HLA-DRB1,HLA-DQA1,1,1
0,0,ARG1,IL6,0,0
0,0,CRP,IL6,0,0
0,0,IL10,IL6,0,0
0.005645758,1.30E-05,IL1B,IL6,0.007512455,1.62E-05
0.02484872,0.000752378,SLC11A1,IL6,0.033064628,0.000935277
0.000521408,2.30E-06,CCR5,IL6,0.000693805,2.86E-06
0.003244435,9.93E-06,CXCL8,IL6,0.004317165,1.23E-05
0,0,CSF2,IL6,0,0
0,0,IL4,IL6,0,0
0.040283715,0.0029786,LTA,IL6,0.053603004,0.003702683
0.088278901,0.000277584,TNF,IL6,0.117467177,0.000345063
0.361971039,0.001746714,HLA-DQA1,IL6,0.481652079,0.002171331
0,0,ARG1,IL6,0,0
0.060350572,0.000307847,HLA-DQA1,IL6,0.080304708,0.000382684
0,0,MBL2,IL6,0,0
0.016534836,0.000561926,HMOX1,IL6,0.022001865,0.000698528
0.010965903,5.19E-05,IL18,IL6,0.014591636,6.45E-05
1.00E-04,1.69E-06,IFNG,IL6,0.000132999,2.10E-06
0,0,CCL2,IL6,0,0
0.387254762,0.00146603,HLA-DRB1,IL6,0.515295538,0.001822415
0,0,ARG1,MBL2,0,0
0,0,CRP,MBL2,0,0
0,0,IL10,MBL2,0,0
0,0,IL1B,MBL2,0,0
0,0,SLC11A1,MBL2,0,0
0,0,CCR5,MBL2,0,0
0,0,CXCL8,MBL2,0,0
0,0,CSF2,MBL2,0,0
0,0,IL4,MBL2,0,0
0,0,LTA,MBL2,0,0
0,0,TNF,MBL2,0,0
0,0,HLA-DQA1,MBL2,0,0
0,0,ARG1,MBL2,0,0
0,0,HLA-DQA1,MBL2,0,0
0,0,IL6,MBL2,0,0
0,0,HMOX1,MBL2,0,0
0,0,IL18,MBL2,0,0
0,0,IFNG,MBL2,0,0
0,0,CCL2,MBL2,0,0
0,0,HLA-DRB1,MBL2,0,0
0,0,ARG1,HMOX1,0,0
0,0,CRP,HMOX1,0,0
0.001653255,0.001227127,IL10,HMOX1,0.002199882,0.001525435
0.036167159,0.009995157,IL1B,HMOX1,0.048125362,0.01242493
0.405614137,0.143049002,SLC11A1,HMOX1,0.539725203,0.177823508
0.00889999,0.002473281,CCR5,HMOX1,0.011842656,0.003074523
0.031323901,0.008634626,CXCL8,HMOX1,0.041680743,0.010733661
0,0,CSF2,HMOX1,0,0
0,0,IL4,HMOX1,0,0
0.003176732,0.003564545,LTA,HMOX1,0.004227078,0.004431068
0.032053467,0.007165217,TNF,HMOX1,0.042651531,0.008907046
0.095968426,0.066548298,HLA-DQA1,HMOX1,0.127699144,0.082725861
0.001084957,0.000268134,ARG1,HMOX1,0.001443684,0.000333316
0.027128542,0.005100476,HLA-DQA1,HMOX1,0.036098244,0.006340376
0.000223356,0.000124244,IL6,HMOX1,0.000297206,0.000154447
0,0,MBL2,HMOX1,0,0
0.038859244,0.024390099,IL18,HMOX1,0.05170755,0.030319212
0.010827687,0.002433988,IFNG,HMOX1,0.014407722,0.003025678
0.004335795,0.000470593,CCL2,HMOX1,0.00576937,0.000584992
0.302683351,0.151891249,HLA-DRB1,HMOX1,0.402761685,0.188815262
0,0,ARG1,IL18,0,0
0,0,CRP,IL18,0,0
0.000214231,2.05E-05,IL10,IL18,0.000285064,2.55E-05
0.065150363,0.038954938,IL1B,IL18,0.086691488,0.048424691
0.202907517,0.119826792,SLC11A1,IL18,0.269996262,0.148956093
0.013435569,0.0034525,CCR5,IL18,0.017877866,0.004291786
0.054134352,0.006019174,CXCL8,IL18,0.072033175,0.007482405
0,0,CSF2,IL18,0,0
0,0,IL4,IL18,0,0
0.004589858,0.002841582,LTA,IL18,0.006107435,0.003532357
0.029220245,0.002733436,TNF,IL18,0.038881541,0.00339792
0.126365491,0.025933183,HLA-DQA1,IL18,0.168146606,0.032237412
1.85E-06,1.85E-06,ARG1,IL18,2.46E-06,2.30E-06
0.034485615,0.00418996,HLA-DQA1,IL18,0.045887838,0.005208519
0.00018937,1.78E-05,IL6,IL18,0.000251983,2.21E-05
0,0,MBL2,IL18,0,0
0.115288822,0.035455257,HMOX1,IL18,0.153407579,0.044074255
0.011720238,0.000847043,IFNG,IL18,0.015595383,0.001052955
0.002111633,0.000152402,CCL2,IL18,0.002809817,0.000189451
0.340184848,0.09702177,HLA-DRB1,IL18,0.452662565,0.120607283
0,0,ARG1,IFNG,0,0
0,0,CRP,IFNG,0,0
0.00012696,1.33E-05,IL10,IFNG,0.000168938,1.65E-05
0.004397758,0.003548379,IL1B,IFNG,0.005851819,0.004410972
0.025152424,0.030259687,SLC11A1,IFNG,0.033468748,0.037615667
0.014047384,0.00099276,CCR5,IFNG,0.018691969,0.001234096
0.003085505,0.002200811,CXCL8,IFNG,0.004105688,0.002735818
0,0,CSF2,IFNG,0,0
0,0,IL4,IFNG,0,0
0.052973692,0.003099638,LTA,IFNG,0.070488758,0.003853144
0.111736296,0.005694064,TNF,IFNG,0.148680456,0.007078263
0.088316401,0.060223191,HLA-DQA1,IFNG,0.117517076,0.074863152
3.09E-05,9.05E-06,ARG1,IFNG,4.11E-05,1.13E-05
0.016864547,0.002179258,HLA-DQA1,IFNG,0.022440591,0.002709025
2.62E-05,2.61E-06,IL6,IFNG,3.49E-05,3.25E-06
0,0,MBL2,IFNG,0,0
0.03558002,0.021880852,HMOX1,IFNG,0.047344094,0.02719998
0.011473638,0.003970159,IL18,IFNG,0.015267248,0.004935284
0.000157689,1.73E-05,CCL2,IFNG,0.000209827,2.15E-05
0.636030631,0.10414322,HLA-DRB1,IFNG,0.846325929,0.129459922
0,0,ARG1,CCL2,0,0
0,0,CRP,CCL2,0,0
0.000130887,8.00E-07,IL10,CCL2,0.000174163,9.95E-07
0.05777696,0.000352767,IL1B,CCL2,0.076880164,0.000438523
0.218466796,0.004593755,SLC11A1,CCL2,0.290700014,0.005710474
0.000158833,9.04E-07,CCR5,CCL2,0.000211349,1.12E-06
0.048094083,0.00046298,CXCL8,CCL2,0.06399577,0.000575528
0,0,CSF2,CCL2,0,0
0,0,IL4,CCL2,0,0
0.000150379,6.84E-06,LTA,CCL2,0.0002001,8.50E-06
0.079218643,0.000162877,TNF,CCL2,0.105411262,0.000202471
0.068592217,0.003959772,HLA-DQA1,CCL2,0.091271346,0.004922373
0,0,ARG1,CCL2,0,0
0.028455628,0.000187212,HLA-DQA1,CCL2,0.037864114,0.000232723
0,0,IL6,CCL2,0,0
0,0,MBL2,CCL2,0,0
0.162016511,0.002420569,HMOX1,CCL2,0.215585174,0.003008997
0.060080358,0.000546236,IL18,CCL2,0.07994515,0.000679023
0.002151795,1.03E-05,IFNG,CCL2,0.002863259,1.27E-05
0.274706911,0.006645905,HLA-DRB1,CCL2,0.365535196,0.008261492
0,0,ARG1,HLA-DRB1,0,0
0,0,CRP,HLA-DRB1,0,0
0.000164322,0.000133651,IL10,HLA-DRB1,0.000218652,0.000166141
0.010418938,0.016249058,IL1B,HLA-DRB1,0.013863826,0.020199123
0.230057185,0.301740365,SLC11A1,HLA-DRB1,0.306122617,0.375091959
0.007343028,0.004668044,CCR5,HLA-DRB1,0.009770905,0.005802823
0.015894508,0.042796381,CXCL8,HLA-DRB1,0.021149821,0.05319997
0,0,CSF2,HLA-DRB1,0,0
0,0,IL4,HLA-DRB1,0,0
0.013530507,0.016394281,LTA,HLA-DRB1,0.018004195,0.02037965
0.015988246,0.011124778,TNF,HLA-DRB1,0.021274553,0.013829157
0.510036437,0.409108789,HLA-DQA1,HLA-DRB1,0.678673385,0.508561116
6.99E-05,9.37E-05,ARG1,HLA-DRB1,9.30E-05,0.000116522
0.038497401,0.015347034,HLA-DQA1,HLA-DRB1,0.051226069,0.019077822
0.000356272,0.000597576,IL6,HLA-DRB1,0.000474068,0.000742844
0,0,MBL2,HLA-DRB1,0,0
0.106757115,0.211942756,HMOX1,HLA-DRB1,0.142054974,0.263464994
0.021903643,0.011927065,IL18,HLA-DRB1,0.029145799,0.014826476
0.028271841,0.060165226,IFNG,HLA-DRB1,0.03761956,0.074791095
0.000710666,0.00216077,CCL2,HLA-DRB1,0.000945639,0.002686043
