Gene1,Gene2,EdgeWeight,Direction
DMRT1,WT1mKTS,292,DMRT1 -> WT1mKTS
NR0B1,RSPO1,291,NR0B1 -> RSPO1
NR0B1,GATA4,291,NR0B1 -> GATA4
RSPO1,DKK1,290,RSPO1 -> DKK1
WT1pKTS,GATA4,290,WT1pKTS -> GATA4
PGD2,NR0B1,289,PGD2 -> NR0B1
NR0B1,WT1pKTS,289,NR0B1 -> WT1pKTS
FGF9,NR5A1,288,FGF9 -> NR5A1
WNT4,GATA4,288,WNT4 -> GATA4
CBX2,CTNNB1,287,CBX2 -> CTNNB1
AMH,DHH,286,AMH -> DHH
UGR,SOX9,285,UGR -> SOX9
NR5A1,UGR,284,NR5A1 -> UGR
NR5A1,CTNNB1,283,NR5A1 -> CTNNB1
RSPO1,WNT4,282,RSPO1 -> WNT4
FOXL2,CTNNB1,281,FOXL2 -> CTNNB1
WNT4,CBX2,281,WNT4 -> CBX2
SRY,SOX9,280,SRY -> SOX9
AMH,PGD2,279,AMH -> PGD2
DKK1,WNT4,279,DKK1 -> WNT4
FGF9,WT1pKTS,278,FGF9 -> WT1pKTS
SRY,NR5A1,278,SRY -> NR5A1
AMH,FGF9,277,AMH -> FGF9
WT1pKTS,UGR,277,WT1pKTS -> UGR
FOXL2,WT1pKTS,276,FOXL2 -> WT1pKTS
CTNNB1,NR0B1,276,CTNNB1 -> NR0B1
DHH,SRY,275,DHH -> SRY
CBX2,WT1pKTS,275,CBX2 -> WT1pKTS
FGF9,WT1mKTS,274,FGF9 -> WT1mKTS
DHH,SOX9,272,DHH -> SOX9
AMH,SRY,272,AMH -> SRY
GATA4,WNT4,271,GATA4 -> WNT4
DMRT1,NR0B1,271,DMRT1 -> NR0B1
NR0B1,DKK1,270,NR0B1 -> DKK1
FGF9,FOXL2,270,FGF9 -> FOXL2
WT1mKTS,DMRT1,269,WT1mKTS -> DMRT1
NR0B1,UGR,268,NR0B1 -> UGR
SRY,DKK1,268,SRY -> DKK1
UGR,NR5A1,267,UGR -> NR5A1
SOX9,WNT4,267,SOX9 -> WNT4
CTNNB1,NR5A1,265,CTNNB1 -> NR5A1
WT1mKTS,WT1pKTS,265,WT1mKTS -> WT1pKTS
SOX9,NR5A1,264,SOX9 -> NR5A1
AMH,UGR,264,AMH -> UGR
SOX9,DKK1,263,SOX9 -> DKK1
DMRT1,WNT4,263,DMRT1 -> WNT4
DMRT1,SOX9,262,DMRT1 -> SOX9
SRY,CBX2,262,SRY -> CBX2
AMH,NR5A1,261,AMH -> NR5A1
DKK1,NR5A1,260,DKK1 -> NR5A1
CTNNB1,CTNNB1,259,CTNNB1 -> CTNNB1
WT1pKTS,WT1mKTS,259,WT1pKTS -> WT1mKTS
AMH,CTNNB1,258,AMH -> CTNNB1
AMH,SOX9,258,AMH -> SOX9
DHH,UGR,257,DHH -> UGR
DMRT1,CTNNB1,257,DMRT1 -> CTNNB1
NR5A1,NR0B1,256,NR5A1 -> NR0B1
CBX2,WNT4,256,CBX2 -> WNT4
NR0B1,CTNNB1,255,NR0B1 -> CTNNB1
NR0B1,DMRT1,255,NR0B1 -> DMRT1
PGD2,DKK1,254,PGD2 -> DKK1
AMH,CBX2,254,AMH -> CBX2
DKK1,DHH,253,DKK1 -> DHH
FGF9,NR0B1,252,FGF9 -> NR0B1
FGF9,CTNNB1,250,FGF9 -> CTNNB1
FGF9,AMH,250,FGF9 -> AMH
CBX2,WT1mKTS,249,CBX2 -> WT1mKTS
AMH,FOXL2,248,AMH -> FOXL2
NR5A1,WNT4,247,NR5A1 -> WNT4
DMRT1,GATA4,247,DMRT1 -> GATA4
DMRT1,NR5A1,246,DMRT1 -> NR5A1
WT1mKTS,NR0B1,246,WT1mKTS -> NR0B1
DKK1,CBX2,245,DKK1 -> CBX2
NR5A1,DKK1,244,NR5A1 -> DKK1
FOXL2,WNT4,244,FOXL2 -> WNT4
GATA4,NR5A1,240,GATA4 -> NR5A1
FGF9,DHH,239,FGF9 -> DHH
GATA4,WT1pKTS,238,GATA4 -> WT1pKTS
WNT4,FOXL2,237,WNT4 -> FOXL2
DHH,NR5A1,237,DHH -> NR5A1
CTNNB1,GATA4,236,CTNNB1 -> GATA4
SOX9,UGR,236,SOX9 -> UGR
SOX9,NR0B1,235,SOX9 -> NR0B1
PGD2,CBX2,233,PGD2 -> CBX2
WT1mKTS,WNT4,233,WT1mKTS -> WNT4
SRY,GATA4,232,SRY -> GATA4
WNT4,DHH,230,WNT4 -> DHH
SOX9,CTNNB1,229,SOX9 -> CTNNB1
DHH,NR0B1,228,DHH -> NR0B1
PGD2,GATA4,227,PGD2 -> GATA4
SOX9,DMRT1,227,SOX9 -> DMRT1
WT1pKTS,WNT4,226,WT1pKTS -> WNT4
DKK1,WT1mKTS,225,DKK1 -> WT1mKTS
DKK1,SRY,224,DKK1 -> SRY
FGF9,DMRT1,223,FGF9 -> DMRT1
DHH,WT1mKTS,223,DHH -> WT1mKTS
DMRT1,WT1pKTS,222,DMRT1 -> WT1pKTS
FOXL2,NR0B1,221,FOXL2 -> NR0B1
PGD2,RSPO1,221,PGD2 -> RSPO1
DKK1,GATA4,220,DKK1 -> GATA4
WT1mKTS,GATA4,219,WT1mKTS -> GATA4
FOXL2,GATA4,219,FOXL2 -> GATA4
DMRT1,CBX2,217,DMRT1 -> CBX2
DHH,CTNNB1,217,DHH -> CTNNB1
WT1mKTS,SOX9,216,WT1mKTS -> SOX9
WNT4,UGR,216,WNT4 -> UGR
FGF9,UGR,214,FGF9 -> UGR
FGF9,PGD2,214,FGF9 -> PGD2
FOXL2,WT1mKTS,213,FOXL2 -> WT1mKTS
FGF9,DKK1,213,FGF9 -> DKK1
NR0B1,AMH,212,NR0B1 -> AMH
DMRT1,FOXL2,212,DMRT1 -> FOXL2
DKK1,UGR,211,DKK1 -> UGR
FOXL2,AMH,210,FOXL2 -> AMH
WT1pKTS,CTNNB1,210,WT1pKTS -> CTNNB1
SOX9,FGF9,209,SOX9 -> FGF9
DKK1,CTNNB1,208,DKK1 -> CTNNB1
DHH,AMH,207,DHH -> AMH
WT1pKTS,NR5A1,206,WT1pKTS -> NR5A1
WT1mKTS,RSPO1,205,WT1mKTS -> RSPO1
WNT4,NR0B1,204,WNT4 -> NR0B1
SOX9,WT1pKTS,204,SOX9 -> WT1pKTS
SOX9,SRY,203,SOX9 -> SRY
AMH,WT1pKTS,201,AMH -> WT1pKTS
CTNNB1,CBX2,200,CTNNB1 -> CBX2
DKK1,FOXL2,199,DKK1 -> FOXL2
DHH,DMRT1,198,DHH -> DMRT1
GATA4,NR0B1,196,GATA4 -> NR0B1
AMH,DKK1,196,AMH -> DKK1
GATA4,CTNNB1,195,GATA4 -> CTNNB1
DHH,RSPO1,194,DHH -> RSPO1
RSPO1,DHH,192,RSPO1 -> DHH
WNT4,WT1mKTS,192,WNT4 -> WT1mKTS
DMRT1,DHH,191,DMRT1 -> DHH
AMH,RSPO1,190,AMH -> RSPO1
AMH,DMRT1,190,AMH -> DMRT1
CBX2,SOX9,189,CBX2 -> SOX9
NR0B1,FOXL2,189,NR0B1 -> FOXL2
FGF9,WNT4,187,FGF9 -> WNT4
GATA4,UGR,187,GATA4 -> UGR
UGR,WNT4,186,UGR -> WNT4
PGD2,SOX9,185,PGD2 -> SOX9
PGD2,FOXL2,185,PGD2 -> FOXL2
DKK1,NR0B1,184,DKK1 -> NR0B1
NR5A1,GATA4,184,NR5A1 -> GATA4
WT1pKTS,DMRT1,182,WT1pKTS -> DMRT1
SOX9,PGD2,181,SOX9 -> PGD2
WNT4,WNT4,181,WNT4 -> WNT4
GATA4,DKK1,180,GATA4 -> DKK1
WT1mKTS,UGR,179,WT1mKTS -> UGR
AMH,WT1mKTS,178,AMH -> WT1mKTS
DKK1,DMRT1,176,DKK1 -> DMRT1
PGD2,SRY,175,PGD2 -> SRY
DMRT1,UGR,174,DMRT1 -> UGR
GATA4,PGD2,174,GATA4 -> PGD2
CTNNB1,WT1mKTS,173,CTNNB1 -> WT1mKTS
FOXL2,DMRT1,173,FOXL2 -> DMRT1
FGF9,SOX9,171,FGF9 -> SOX9
WT1pKTS,RSPO1,171,WT1pKTS -> RSPO1
GATA4,DMRT1,169,GATA4 -> DMRT1
NR0B1,WT1mKTS,169,NR0B1 -> WT1mKTS
RSPO1,PGD2,168,RSPO1 -> PGD2
DHH,FGF9,167,DHH -> FGF9
WT1mKTS,NR5A1,167,WT1mKTS -> NR5A1
UGR,NR0B1,166,UGR -> NR0B1
WNT4,SOX9,164,WNT4 -> SOX9
NR5A1,AMH,163,NR5A1 -> AMH
WT1pKTS,NR0B1,162,WT1pKTS -> NR0B1
SOX9,AMH,161,SOX9 -> AMH
RSPO1,CBX2,160,RSPO1 -> CBX2
RSPO1,GATA4,159,RSPO1 -> GATA4
GATA4,FGF9,159,GATA4 -> FGF9
DHH,DKK1,158,DHH -> DKK1
FOXL2,DKK1,157,FOXL2 -> DKK1
CTNNB1,WT1pKTS,156,CTNNB1 -> WT1pKTS
NR5A1,SOX9,155,NR5A1 -> SOX9
NR5A1,DMRT1,153,NR5A1 -> DMRT1
DHH,FOXL2,153,DHH -> FOXL2
NR5A1,WT1mKTS,152,NR5A1 -> WT1mKTS
WT1mKTS,FOXL2,151,WT1mKTS -> FOXL2
GATA4,DHH,151,GATA4 -> DHH
PGD2,FGF9,150,PGD2 -> FGF9
CBX2,NR0B1,147,CBX2 -> NR0B1
DMRT1,DKK1,146,DMRT1 -> DKK1
GATA4,AMH,145,GATA4 -> AMH
SOX9,DHH,144,SOX9 -> DHH
WNT4,FGF9,143,WNT4 -> FGF9
RSPO1,WT1pKTS,140,RSPO1 -> WT1pKTS
SOX9,WT1mKTS,138,SOX9 -> WT1mKTS
SOX9,CBX2,136,SOX9 -> CBX2
RSPO1,AMH,134,RSPO1 -> AMH
UGR,DKK1,131,UGR -> DKK1
UGR,DMRT1,130,UGR -> DMRT1
WNT4,WT1pKTS,128,WNT4 -> WT1pKTS
WT1mKTS,DHH,127,WT1mKTS -> DHH
RSPO1,RSPO1,127,RSPO1 -> RSPO1
SRY,WT1mKTS,126,SRY -> WT1mKTS
PGD2,DMRT1,126,PGD2 -> DMRT1
DMRT1,AMH,123,DMRT1 -> AMH
WT1pKTS,DHH,122,WT1pKTS -> DHH
WT1mKTS,DKK1,120,WT1mKTS -> DKK1
GATA4,SOX9,118,GATA4 -> SOX9
UGR,FOXL2,117,UGR -> FOXL2
FOXL2,SOX9,117,FOXL2 -> SOX9
FOXL2,PGD2,116,FOXL2 -> PGD2
WT1mKTS,FGF9,115,WT1mKTS -> FGF9
PGD2,AMH,114,PGD2 -> AMH
WT1pKTS,DKK1,113,WT1pKTS -> DKK1
FOXL2,DHH,112,FOXL2 -> DHH
RSPO1,NR0B1,111,RSPO1 -> NR0B1
FOXL2,FGF9,111,FOXL2 -> FGF9
CTNNB1,DHH,107,CTNNB1 -> DHH
CTNNB1,AMH,106,CTNNB1 -> AMH
WT1pKTS,SOX9,103,WT1pKTS -> SOX9
DKK1,PGD2,102,DKK1 -> PGD2
WT1pKTS,PGD2,99,WT1pKTS -> PGD2
WNT4,PGD2,96,WNT4 -> PGD2
SRY,DMRT1,90,SRY -> DMRT1
WT1pKTS,AMH,89,WT1pKTS -> AMH
WT1mKTS,AMH,84,WT1mKTS -> AMH
WNT4,AMH,83,WNT4 -> AMH
DMRT1,FGF9,82,DMRT1 -> FGF9
DMRT1,PGD2,80,DMRT1 -> PGD2
DKK1,FGF9,78,DKK1 -> FGF9
CTNNB1,PGD2,77,CTNNB1 -> PGD2
CBX2,AMH,70,CBX2 -> AMH
DKK1,AMH,68,DKK1 -> AMH
NR5A1,PGD2,65,NR5A1 -> PGD2
CBX2,FGF9,64,CBX2 -> FGF9
NR5A1,DHH,61,NR5A1 -> DHH
UGR,FGF9,58,UGR -> FGF9
CBX2,DHH,58,CBX2 -> DHH
NR0B1,FGF9,57,NR0B1 -> FGF9
CTNNB1,SOX9,56,CTNNB1 -> SOX9
SRY,DHH,53,SRY -> DHH
UGR,DHH,53,UGR -> DHH
RSPO1,FGF9,52,RSPO1 -> FGF9
CBX2,PGD2,51,CBX2 -> PGD2
WT1pKTS,FGF9,50,WT1pKTS -> FGF9
NR0B1,DHH,50,NR0B1 -> DHH
SRY,AMH,49,SRY -> AMH
SRY,PGD2,47,SRY -> PGD2
SRY,FGF9,45,SRY -> FGF9
UGR,PGD2,43,UGR -> PGD2
WT1mKTS,PGD2,42,WT1mKTS -> PGD2
NR5A1,FGF9,39,NR5A1 -> FGF9
CTNNB1,FGF9,38,CTNNB1 -> FGF9
NR0B1,PGD2,37,NR0B1 -> PGD2
UGR,AMH,24,UGR -> AMH
