Gene1,Gene2,EdgeWeight,Direction
CBX2,UGR,0.7756028710759679,CBX2 -> UGR
CBX2,WNT4,0.5347055162679897,CBX2 -> WNT4
CBX2,WT1mKTS,0.847532828382532,CBX2 -> WT1mKTS
CBX2,WT1pKTS,0.8758893704138533,CBX2 -> WT1pKTS
CTNNB1,AMH,0.9849540399080848,CTNNB1 -> AMH
CTNNB1,CBX2,0.469132383936815,CTNNB1 -> CBX2
CTNNB1,CTNNB1,0.0,CTNNB1 -> CTNNB1
CTNNB1,DHH,0.9837515122649771,CTNNB1 -> DHH
CTNNB1,DKK1,0.9807055633586852,CTNNB1 -> DKK1
CTNNB1,DMRT1,0.982620203954683,CTNNB1 -> DMRT1
CTNNB1,FGF9,0.9884665108736324,CTNNB1 -> FGF9
CTNNB1,FOXL2,0.9893952125743022,CTNNB1 -> FOXL2
CTNNB1,GATA4,0.4543945655845577,CTNNB1 -> GATA4
CTNNB1,NR0B1,0.989134263304846,CTNNB1 -> NR0B1
CTNNB1,NR5A1,0.4488751699586581,CTNNB1 -> NR5A1
CTNNB1,PGD2,0.9855986484994226,CTNNB1 -> PGD2
CTNNB1,RSPO1,0.988327262636772,CTNNB1 -> RSPO1
CTNNB1,SOX9,0.9874425122070856,CTNNB1 -> SOX9
CTNNB1,SRY,0.9817710198708184,CTNNB1 -> SRY
CTNNB1,UGR,0.4110388550692583,CTNNB1 -> UGR
CTNNB1,WNT4,0.9877453665222012,CTNNB1 -> WNT4
CTNNB1,WT1mKTS,0.4666125194139708,CTNNB1 -> WT1mKTS
CTNNB1,WT1pKTS,0.4779551380634105,CTNNB1 -> WT1pKTS
DHH,AMH,0.9878948666036748,DHH -> AMH
DHH,CBX2,0.4694777872127662,DHH -> CBX2
DHH,CTNNB1,0.9832816388206416,DHH -> CTNNB1
DHH,DHH,0.0,DHH -> DHH
DHH,DKK1,0.98563764863418,DHH -> DKK1
DHH,DMRT1,0.9885876665416816,DHH -> DMRT1
DHH,FGF9,0.9878886862309352,DHH -> FGF9
DHH,FOXL2,0.9874178172023816,DHH -> FOXL2
DHH,GATA4,0.4546524974471862,DHH -> GATA4
DHH,NR0B1,0.9877083362064556,DHH -> NR0B1
DHH,NR5A1,0.4491404385701057,DHH -> NR5A1
DHH,PGD2,0.9888717085493696,DHH -> PGD2
DHH,RSPO1,0.9886340235614058,DHH -> RSPO1
DHH,SOX9,0.9811175356354978,DHH -> SOX9
DHH,SRY,0.987200926518124,DHH -> SRY
DHH,UGR,0.4128553411476166,DHH -> UGR
DHH,WNT4,0.9867761138281456,DHH -> WNT4
DHH,WT1mKTS,0.466629770119036,DHH -> WT1mKTS
DHH,WT1pKTS,0.4776886061798867,DHH -> WT1pKTS
DKK1,AMH,0.98443552412386,DKK1 -> AMH
DKK1,CBX2,0.4699598434103484,DKK1 -> CBX2
DKK1,CTNNB1,0.980682246438172,DKK1 -> CTNNB1
DKK1,DHH,0.9857274576327646,DKK1 -> DHH
DKK1,DKK1,0.0,DKK1 -> DKK1
DKK1,DMRT1,0.9837863008226236,DKK1 -> DMRT1
DKK1,FGF9,0.9880083415387376,DKK1 -> FGF9
DKK1,FOXL2,0.9858241520523392,DKK1 -> FOXL2
DKK1,GATA4,0.4554528584722677,DKK1 -> GATA4
DKK1,NR0B1,0.987889205635998,DKK1 -> NR0B1
DKK1,NR5A1,0.4499361381424908,DKK1 -> NR5A1
DKK1,PGD2,0.9859595144355332,DKK1 -> PGD2
DKK1,RSPO1,0.9856148320336804,DKK1 -> RSPO1
DKK1,SOX9,0.9846293731295672,DKK1 -> SOX9
DKK1,SRY,0.985103857113408,DKK1 -> SRY
DKK1,UGR,0.4135608670373714,DKK1 -> UGR
DKK1,WNT4,0.9839789320711312,DKK1 -> WNT4
DKK1,WT1mKTS,0.4673663433062434,DKK1 -> WT1mKTS
DKK1,WT1pKTS,0.4784161286131162,DKK1 -> WT1pKTS
DMRT1,AMH,0.9880421863810508,DMRT1 -> AMH
DMRT1,CBX2,0.4691721439264421,DMRT1 -> CBX2
DMRT1,CTNNB1,0.9821805384466752,DMRT1 -> CTNNB1
DMRT1,DHH,0.9886624550189907,DMRT1 -> DHH
DMRT1,DKK1,0.98376493416962,DMRT1 -> DKK1
DMRT1,DMRT1,0.0,DMRT1 -> DMRT1
DMRT1,FGF9,0.986295810038827,DMRT1 -> FGF9
DMRT1,FOXL2,0.9930170523852968,DMRT1 -> FOXL2
DMRT1,GATA4,0.4540971445437132,DMRT1 -> GATA4
DMRT1,NR0B1,0.989200915390685,DMRT1 -> NR0B1
DMRT1,NR5A1,0.4486818341687385,DMRT1 -> NR5A1
DMRT1,PGD2,0.9919672829717998,DMRT1 -> PGD2
DMRT1,RSPO1,0.9895382843845638,DMRT1 -> RSPO1
DMRT1,SOX9,0.9847196875758693,DMRT1 -> SOX9
DMRT1,SRY,0.9883440617104852,DMRT1 -> SRY
DMRT1,UGR,0.4123564847668531,DMRT1 -> UGR
DMRT1,WNT4,0.9867236532143692,DMRT1 -> WNT4
DMRT1,WT1mKTS,0.466277214053543,DMRT1 -> WT1mKTS
DMRT1,WT1pKTS,0.4775955302707267,DMRT1 -> WT1pKTS
FGF9,AMH,0.9871692664176326,FGF9 -> AMH
FGF9,CBX2,0.4697434656259701,FGF9 -> CBX2
FGF9,CTNNB1,0.9884269463050254,FGF9 -> CTNNB1
FGF9,DHH,0.9881342133392226,FGF9 -> DHH
FGF9,DKK1,0.9881603152664542,FGF9 -> DKK1
FGF9,DMRT1,0.9864869834583564,FGF9 -> DMRT1
FGF9,FGF9,0.0,FGF9 -> FGF9
FGF9,FOXL2,0.9921337590031156,FGF9 -> FOXL2
FGF9,GATA4,0.4550369021298131,FGF9 -> GATA4
FGF9,NR0B1,0.9877949082579016,FGF9 -> NR0B1
FGF9,NR5A1,0.4495592959778914,FGF9 -> NR5A1
FGF9,PGD2,0.988755961569706,FGF9 -> PGD2
FGF9,RSPO1,0.9898581081616988,FGF9 -> RSPO1
FGF9,SOX9,0.9888668487689494,FGF9 -> SOX9
FGF9,SRY,0.9866783744055756,FGF9 -> SRY
FGF9,UGR,0.4107635143915793,FGF9 -> UGR
FGF9,WNT4,0.988338846657316,FGF9 -> WNT4
FGF9,WT1mKTS,0.4671537499341861,FGF9 -> WT1mKTS
FGF9,WT1pKTS,0.4783979886456115,FGF9 -> WT1pKTS
FOXL2,AMH,0.9894371518667734,FOXL2 -> AMH
FOXL2,CBX2,0.4694779008433469,FOXL2 -> CBX2
FOXL2,CTNNB1,0.9893345564816436,FOXL2 -> CTNNB1
FOXL2,DHH,0.9874687447213027,FOXL2 -> DHH
FOXL2,DKK1,0.9857832929462346,FOXL2 -> DKK1
FOXL2,DMRT1,0.992991495580848,FOXL2 -> DMRT1
FOXL2,FGF9,0.9921252414133006,FOXL2 -> FGF9
FOXL2,FOXL2,0.0,FOXL2 -> FOXL2
FOXL2,GATA4,0.4544613539800248,FOXL2 -> GATA4
FOXL2,NR0B1,0.990454959592806,FOXL2 -> NR0B1
FOXL2,NR5A1,0.4487429418937393,FOXL2 -> NR5A1
FOXL2,PGD2,0.9921186471941432,FOXL2 -> PGD2
FOXL2,RSPO1,0.9914019406431244,FOXL2 -> RSPO1
FOXL2,SOX9,0.9880337904099994,FOXL2 -> SOX9
FOXL2,SRY,0.9913548644937376,FOXL2 -> SRY
FOXL2,UGR,0.4108931942434566,FOXL2 -> UGR
FOXL2,WNT4,0.9880311076018906,FOXL2 -> WNT4
FOXL2,WT1mKTS,0.4664673758024946,FOXL2 -> WT1mKTS
FOXL2,WT1pKTS,0.4776085416561947,FOXL2 -> WT1pKTS
GATA4,AMH,0.5172718520482023,GATA4 -> AMH
GATA4,CBX2,0.8339813059191588,GATA4 -> CBX2
GATA4,CTNNB1,0.5117641792883746,GATA4 -> CTNNB1
GATA4,DHH,0.5182027898181507,GATA4 -> DHH
GATA4,DKK1,0.5193787840518993,GATA4 -> DKK1
GATA4,DMRT1,0.5181744226773644,GATA4 -> DMRT1
GATA4,FGF9,0.5158655910257808,GATA4 -> FGF9
GATA4,FOXL2,0.5182832227597733,GATA4 -> FOXL2
GATA4,GATA4,0.0,GATA4 -> GATA4
GATA4,NR0B1,0.5179766766649477,GATA4 -> NR0B1
GATA4,NR5A1,0.811370635029094,GATA4 -> NR5A1
GATA4,PGD2,0.5181178205384367,GATA4 -> PGD2
GATA4,RSPO1,0.5151453663464735,GATA4 -> RSPO1
GATA4,SOX9,0.5211920815645356,GATA4 -> SOX9
GATA4,SRY,0.5178968618334976,GATA4 -> SRY
GATA4,UGR,0.775617356523618,GATA4 -> UGR
GATA4,WNT4,0.5186578510934019,GATA4 -> WNT4
GATA4,WT1mKTS,0.8881576019589644,GATA4 -> WT1mKTS
GATA4,WT1pKTS,0.8377642409180822,GATA4 -> WT1pKTS
NR0B1,AMH,0.988711296742691,NR0B1 -> AMH
NR0B1,CBX2,0.4689148415398589,NR0B1 -> CBX2
NR0B1,CTNNB1,0.9890192664540568,NR0B1 -> CTNNB1
NR0B1,DHH,0.9877807281542968,NR0B1 -> DHH
NR0B1,DKK1,0.9878688502813642,NR0B1 -> DKK1
NR0B1,DMRT1,0.9891982556983884,NR0B1 -> DMRT1
NR0B1,FGF9,0.9876197462415592,NR0B1 -> FGF9
NR0B1,FOXL2,0.9904739589343948,NR0B1 -> FOXL2
NR0B1,GATA4,0.4541493142955093,NR0B1 -> GATA4
NR0B1,NR0B1,0.0,NR0B1 -> NR0B1
NR0B1,NR5A1,0.4485494571868808,NR0B1 -> NR5A1
NR0B1,PGD2,0.990645263469425,NR0B1 -> PGD2
NR0B1,RSPO1,0.9894441841655774,NR0B1 -> RSPO1
NR0B1,SOX9,0.9847190278796336,NR0B1 -> SOX9
NR0B1,SRY,0.9870330051914216,NR0B1 -> SRY
NR0B1,UGR,0.4119362912811738,NR0B1 -> UGR
NR0B1,WNT4,0.9897428659557556,NR0B1 -> WNT4
NR0B1,WT1mKTS,0.465964804544877,NR0B1 -> WT1mKTS
NR0B1,WT1pKTS,0.4773003998327348,NR0B1 -> WT1pKTS
NR5A1,AMH,0.5312586095565554,NR5A1 -> AMH
NR5A1,CBX2,0.8895245985287179,NR5A1 -> CBX2
NR5A1,CTNNB1,0.5263898418866153,NR5A1 -> CTNNB1
NR5A1,DHH,0.5328249176633982,NR5A1 -> DHH
NR5A1,DKK1,0.5340160127235387,NR5A1 -> DKK1
NR5A1,DMRT1,0.5328567816467379,NR5A1 -> DMRT1
NR5A1,FGF9,0.5305375929470473,NR5A1 -> FGF9
NR5A1,FOXL2,0.5327044298571093,NR5A1 -> FOXL2
NR5A1,GATA4,0.8257777810516098,NR5A1 -> GATA4
NR5A1,NR0B1,0.5325009380613077,NR5A1 -> NR0B1
NR5A1,NR5A1,0.0,NR5A1 -> NR5A1
NR5A1,PGD2,0.5326519146601638,NR5A1 -> PGD2
NR5A1,RSPO1,0.5297124077938274,NR5A1 -> RSPO1
NR5A1,SOX9,0.5357592997583954,NR5A1 -> SOX9
NR5A1,SRY,0.5322597563550371,NR5A1 -> SRY
NR5A1,UGR,0.7603181221443382,NR5A1 -> UGR
NR5A1,WNT4,0.533304296469546,NR5A1 -> WNT4
NR5A1,WT1mKTS,0.8524441852125382,NR5A1 -> WT1mKTS
NR5A1,WT1pKTS,0.8569629700311132,NR5A1 -> WT1pKTS
PGD2,AMH,0.9888378369482136,PGD2 -> AMH
PGD2,CBX2,0.4687856750427365,PGD2 -> CBX2
PGD2,CTNNB1,0.9851390927469356,PGD2 -> CTNNB1
PGD2,DHH,0.9888393786610262,PGD2 -> DHH
PGD2,DKK1,0.9858334372538036,PGD2 -> DKK1
PGD2,DMRT1,0.9918575276509,PGD2 -> DMRT1
PGD2,FGF9,0.9887320006236534,PGD2 -> FGF9
PGD2,FOXL2,0.9920309897845552,PGD2 -> FOXL2
PGD2,GATA4,0.4541163232286173,PGD2 -> GATA4
PGD2,NR0B1,0.9905412561206904,PGD2 -> NR0B1
PGD2,NR5A1,0.4485230327167578,PGD2 -> NR5A1
PGD2,PGD2,0.0,PGD2 -> PGD2
PGD2,RSPO1,0.9905955658355022,PGD2 -> RSPO1
PGD2,SOX9,0.9846171084530836,PGD2 -> SOX9
PGD2,SRY,0.9895705479924702,PGD2 -> SRY
PGD2,UGR,0.4120603176764735,PGD2 -> UGR
PGD2,WNT4,0.989677634226729,PGD2 -> WNT4
PGD2,WT1mKTS,0.4661263631022717,PGD2 -> WT1mKTS
PGD2,WT1pKTS,0.4774733877982038,PGD2 -> WT1pKTS
RSPO1,AMH,0.9897045991930856,RSPO1 -> AMH
RSPO1,CBX2,0.4688508737328523,RSPO1 -> CBX2
RSPO1,CTNNB1,0.988217098221068,RSPO1 -> CTNNB1
RSPO1,DHH,0.9888688366382404,RSPO1 -> DHH
RSPO1,DKK1,0.9857928945400252,RSPO1 -> DKK1
RSPO1,DMRT1,0.9896874807404666,RSPO1 -> DMRT1
RSPO1,FGF9,0.9898604079085092,RSPO1 -> FGF9
RSPO1,FOXL2,0.991555259481393,RSPO1 -> FOXL2
RSPO1,GATA4,0.4540575079159034,RSPO1 -> GATA4
RSPO1,NR0B1,0.989598340515823,RSPO1 -> NR0B1
RSPO1,NR5A1,0.4484999365515387,RSPO1 -> NR5A1
RSPO1,PGD2,0.99083831440049,RSPO1 -> PGD2
RSPO1,RSPO1,0.0,RSPO1 -> RSPO1
RSPO1,SOX9,0.9856695791894978,RSPO1 -> SOX9
RSPO1,SRY,0.9887399150632296,RSPO1 -> SRY
RSPO1,UGR,0.4115633469841485,RSPO1 -> UGR
RSPO1,WNT4,0.989436070492407,RSPO1 -> WNT4
RSPO1,WT1mKTS,0.4661750508632256,RSPO1 -> WT1mKTS
RSPO1,WT1pKTS,0.4772793780170484,RSPO1 -> WT1pKTS
SOX9,AMH,0.9821981150387954,SOX9 -> AMH
SOX9,CBX2,0.4720822244182859,SOX9 -> CBX2
SOX9,CTNNB1,0.9873533607076634,SOX9 -> CTNNB1
SOX9,DHH,0.9811781279500924,SOX9 -> DHH
SOX9,DKK1,0.9846188907497015,SOX9 -> DKK1
SOX9,DMRT1,0.9847829339149664,SOX9 -> DMRT1
SOX9,FGF9,0.9888275240206582,SOX9 -> FGF9
SOX9,FOXL2,0.9879939613838844,SOX9 -> FOXL2
SOX9,GATA4,0.4576245422668255,SOX9 -> GATA4
SOX9,NR0B1,0.9847842685971216,SOX9 -> NR0B1
SOX9,NR5A1,0.4520072734541503,SOX9 -> NR5A1
SOX9,PGD2,0.9845944253266076,SOX9 -> PGD2
SOX9,RSPO1,0.9856349340865,SOX9 -> RSPO1
SOX9,SOX9,0.0,SOX9 -> SOX9
SOX9,SRY,0.983150543123766,SOX9 -> SRY
SOX9,UGR,0.4113140191777782,SOX9 -> UGR
SOX9,WNT4,0.9842584092934944,SOX9 -> WNT4
SOX9,WT1mKTS,0.4698643619224352,SOX9 -> WT1mKTS
SOX9,WT1pKTS,0.4812514821404111,SOX9 -> WT1pKTS
SRY,AMH,0.9875136650614692,SRY -> AMH
SRY,CBX2,0.4707720172858651,SRY -> CBX2
SRY,CTNNB1,0.981432389918152,SRY -> CTNNB1
SRY,DHH,0.9873350766690734,SRY -> DHH
SRY,DKK1,0.9851608913073688,SRY -> DKK1
SRY,DMRT1,0.9883967174711716,SRY -> DMRT1
SRY,FGF9,0.9865585388061694,SRY -> FGF9
SRY,FOXL2,0.991407007894367,SRY -> FOXL2
SRY,GATA4,0.4559303841789258,SRY -> GATA4
SRY,NR0B1,0.9870979501210028,SRY -> NR0B1
SRY,NR5A1,0.4501178923692535,SRY -> NR5A1
SRY,PGD2,0.9897222908502634,SRY -> PGD2
SRY,RSPO1,0.9886344822830362,SRY -> RSPO1
SRY,SOX9,0.9833332334218888,SRY -> SOX9
SRY,SRY,0.0,SRY -> SRY
SRY,UGR,0.4131271155577162,SRY -> UGR
SRY,WNT4,0.9844167115247426,SRY -> WNT4
SRY,WT1mKTS,0.4680822978118506,SRY -> WT1mKTS
SRY,WT1pKTS,0.4792471593852346,SRY -> WT1pKTS
UGR,AMH,0.3990928531761877,UGR -> AMH
UGR,CBX2,0.7254886176534652,UGR -> CBX2
UGR,CTNNB1,0.3961201983288974,UGR -> CTNNB1
UGR,DHH,0.3971679784438971,UGR -> DHH
UGR,DKK1,0.3988482488978376,UGR -> DKK1
UGR,DMRT1,0.3985735158786189,UGR -> DMRT1
UGR,FGF9,0.395520219296949,UGR -> FGF9
UGR,FOXL2,0.3951812148094583,UGR -> FOXL2
UGR,GATA4,0.7262901283624912,UGR -> GATA4
UGR,NR0B1,0.3978183979117487,UGR -> NR0B1
UGR,NR5A1,0.7008779015447788,UGR -> NR5A1
UGR,PGD2,0.396865943891747,UGR -> PGD2
UGR,RSPO1,0.3966112699898251,UGR -> RSPO1
UGR,SOX9,0.3965006220094316,UGR -> SOX9
UGR,SRY,0.3957412376212762,UGR -> SRY
UGR,UGR,0.0,UGR -> UGR
UGR,WNT4,0.3981447254325354,UGR -> WNT4
UGR,WT1mKTS,0.7258280883821151,UGR -> WT1mKTS
UGR,WT1pKTS,0.730172784151216,UGR -> WT1pKTS
WNT4,AMH,0.9888610522564304,WNT4 -> AMH
WNT4,CBX2,0.4695688404759715,WNT4 -> CBX2
WNT4,CTNNB1,0.9876252928655797,WNT4 -> CTNNB1
WNT4,DHH,0.9868228939203264,WNT4 -> DHH
WNT4,DKK1,0.983933277474689,WNT4 -> DKK1
WNT4,DMRT1,0.986699093987924,WNT4 -> DMRT1
WNT4,FGF9,0.9881492894904682,WNT4 -> FGF9
WNT4,FOXL2,0.988026840997225,WNT4 -> FOXL2
WNT4,GATA4,0.454564679516529,WNT4 -> GATA4
WNT4,NR0B1,0.9897214439150318,WNT4 -> NR0B1
WNT4,NR5A1,0.4490988734365432,WNT4 -> NR5A1
WNT4,PGD2,0.9897608032753676,WNT4 -> PGD2
WNT4,RSPO1,0.989259389068029,WNT4 -> RSPO1
WNT4,SOX9,0.9841723951701274,WNT4 -> SOX9
WNT4,SRY,0.984306167063691,WNT4 -> SRY
WNT4,UGR,0.4114437173304631,WNT4 -> UGR
WNT4,WNT4,0.0,WNT4 -> WNT4
WNT4,WT1mKTS,0.4666706505784791,WNT4 -> WT1mKTS
WNT4,WT1pKTS,0.4777723416367201,WNT4 -> WT1pKTS
WT1mKTS,AMH,0.5310283429173349,WT1mKTS -> AMH
WT1mKTS,CBX2,0.8566035652822828,WT1mKTS -> CBX2
WT1mKTS,CTNNB1,0.5258431753238961,WT1mKTS -> CTNNB1
WT1mKTS,DHH,0.5320370544707534,WT1mKTS -> DHH
WT1mKTS,DKK1,0.5331579211497626,WT1mKTS -> DKK1
WT1mKTS,DMRT1,0.532176180467633,WT1mKTS -> DMRT1
WT1mKTS,FGF9,0.5298381985641547,WT1mKTS -> FGF9
WT1mKTS,FOXL2,0.5321440935065723,WT1mKTS -> FOXL2
WT1mKTS,GATA4,0.8912448070551104,WT1mKTS -> GATA4
WT1mKTS,NR0B1,0.5316671441520779,WT1mKTS -> NR0B1
WT1mKTS,NR5A1,0.8498664072234128,WT1mKTS -> NR5A1
WT1mKTS,PGD2,0.5319728078011587,WT1mKTS -> PGD2
WT1mKTS,RSPO1,0.5291144348072266,WT1mKTS -> RSPO1
WT1mKTS,SOX9,0.5352659154480489,WT1mKTS -> SOX9
WT1mKTS,SRY,0.5318957542205851,WT1mKTS -> SRY
WT1mKTS,UGR,0.7816502813077277,WT1mKTS -> UGR
WT1mKTS,WNT4,0.5325749981075459,WT1mKTS -> WNT4
WT1mKTS,WT1mKTS,0.0,WT1mKTS -> WT1mKTS
WT1mKTS,WT1pKTS,0.8422578346007897,WT1mKTS -> WT1pKTS
WT1pKTS,AMH,0.5507018183018972,WT1pKTS -> AMH
WT1pKTS,CBX2,0.888034240400968,WT1pKTS -> CBX2
WT1pKTS,CTNNB1,0.5456869546139608,WT1pKTS -> CTNNB1
WT1pKTS,DHH,0.5516391957782256,WT1pKTS -> DHH
WT1pKTS,DKK1,0.552759989880078,WT1pKTS -> DKK1
WT1pKTS,DMRT1,0.5519695159875491,WT1pKTS -> DMRT1
WT1pKTS,FGF9,0.5496051991672384,WT1pKTS -> FGF9
WT1pKTS,FOXL2,0.5517910431972883,WT1pKTS -> FOXL2
WT1pKTS,GATA4,0.8427252357189667,WT1pKTS -> GATA4
WT1pKTS,NR0B1,0.5515044578336756,WT1pKTS -> NR0B1
WT1pKTS,NR5A1,0.856454162247806,WT1pKTS -> NR5A1
WT1pKTS,PGD2,0.5518013873523593,WT1pKTS -> PGD2
WT1pKTS,RSPO1,0.5487392152851754,WT1pKTS -> RSPO1
WT1pKTS,SOX9,0.5550935250622214,WT1pKTS -> SOX9
WT1pKTS,SRY,0.5515717200176732,WT1pKTS -> SRY
WT1pKTS,UGR,0.7880331377140022,WT1pKTS -> UGR
WT1pKTS,WNT4,0.5522223692202297,WT1pKTS -> WNT4
WT1pKTS,WT1mKTS,0.8446075212406517,WT1pKTS -> WT1mKTS
WT1pKTS,WT1pKTS,0.0,WT1pKTS -> WT1pKTS
