Gene1,Gene2,EdgeWeight,Direction
WT1pKTS,WT1mKTS,1.0,WT1pKTS -> WT1mKTS
CBX2,DMRT1,1.0,CBX2 -> DMRT1
DMRT1,DKK1,1.0,DMRT1 -> DKK1
UGR,UGR,1.0,UGR -> UGR
DKK1,DKK1,1.0,DKK1 -> DKK1
DKK1,CBX2,1.0,DKK1 -> CBX2
NR5A1,WT1pKTS,1.0,NR5A1 -> WT1pKTS
WT1pKTS,WT1pKTS,1.0,WT1pKTS -> WT1pKTS
WNT4,RSPO1,1.0,WNT4 -> RSPO1
RSPO1,RSPO1,1.0,RSPO1 -> RSPO1
CBX2,CBX2,1.0,CBX2 -> CBX2
NR5A1,CBX2,1.0,NR5A1 -> CBX2
SOX9,CBX2,1.0,SOX9 -> CBX2
UGR,CBX2,1.0,UGR -> CBX2
WNT4,CTNNB1,1.0,WNT4 -> CTNNB1
DMRT1,CBX2,0.999999,DMRT1 -> CBX2
WT1pKTS,NR0B1,0.999999,WT1pKTS -> NR0B1
UGR,GATA4,0.999999,UGR -> GATA4
WT1mKTS,GATA4,0.999999,WT1mKTS -> GATA4
SRY,WT1pKTS,0.999999,SRY -> WT1pKTS
RSPO1,UGR,0.999999,RSPO1 -> UGR
FOXL2,GATA4,0.999999,FOXL2 -> GATA4
CTNNB1,CTNNB1,0.999999,CTNNB1 -> CTNNB1
GATA4,WT1pKTS,0.999998,GATA4 -> WT1pKTS
CBX2,CTNNB1,0.999998,CBX2 -> CTNNB1
NR0B1,WT1mKTS,0.999998,NR0B1 -> WT1mKTS
WNT4,NR0B1,0.999996,WNT4 -> NR0B1
WT1pKTS,SRY,0.999995,WT1pKTS -> SRY
WNT4,SOX9,0.999995,WNT4 -> SOX9
NR0B1,GATA4,0.999995,NR0B1 -> GATA4
WNT4,CBX2,0.999993,WNT4 -> CBX2
WT1mKTS,WT1mKTS,0.999991,WT1mKTS -> WT1mKTS
AMH,AMH,0.999988,AMH -> AMH
DKK1,SRY,0.999979,DKK1 -> SRY
CBX2,DKK1,0.999976,CBX2 -> DKK1
WT1mKTS,CTNNB1,0.999971,WT1mKTS -> CTNNB1
NR5A1,SRY,0.999969,NR5A1 -> SRY
NR5A1,WT1mKTS,0.99994,NR5A1 -> WT1mKTS
WNT4,UGR,0.999939,WNT4 -> UGR
DKK1,RSPO1,0.999885,DKK1 -> RSPO1
RSPO1,SOX9,0.999778,RSPO1 -> SOX9
AMH,DHH,0.999634,AMH -> DHH
NR5A1,CTNNB1,0.99961,NR5A1 -> CTNNB1
WT1pKTS,DMRT1,0.999606,WT1pKTS -> DMRT1
CTNNB1,SOX9,0.999591,CTNNB1 -> SOX9
WT1mKTS,CBX2,0.999581,WT1mKTS -> CBX2
RSPO1,CTNNB1,0.999469,RSPO1 -> CTNNB1
CTNNB1,RSPO1,0.999336,CTNNB1 -> RSPO1
WT1pKTS,NR5A1,0.999307,WT1pKTS -> NR5A1
AMH,PGD2,0.999279,AMH -> PGD2
WT1pKTS,CBX2,0.999134,WT1pKTS -> CBX2
SOX9,DKK1,0.999094,SOX9 -> DKK1
FGF9,PGD2,0.999026,FGF9 -> PGD2
CTNNB1,NR0B1,0.998961,CTNNB1 -> NR0B1
SRY,FOXL2,0.998672,SRY -> FOXL2
NR5A1,RSPO1,0.997929,NR5A1 -> RSPO1
GATA4,WNT4,0.997423,GATA4 -> WNT4
WT1pKTS,DKK1,0.99657,WT1pKTS -> DKK1
DMRT1,NR5A1,0.996186,DMRT1 -> NR5A1
GATA4,CTNNB1,0.996165,GATA4 -> CTNNB1
NR0B1,WT1pKTS,0.994153,NR0B1 -> WT1pKTS
DMRT1,NR0B1,0.993798,DMRT1 -> NR0B1
GATA4,NR0B1,0.993796,GATA4 -> NR0B1
DMRT1,SRY,0.992841,DMRT1 -> SRY
CTNNB1,DMRT1,0.992218,CTNNB1 -> DMRT1
CBX2,WT1mKTS,0.991954,CBX2 -> WT1mKTS
NR0B1,CTNNB1,0.991353,NR0B1 -> CTNNB1
DKK1,GATA4,0.990949,DKK1 -> GATA4
CTNNB1,GATA4,0.990423,CTNNB1 -> GATA4
RSPO1,WNT4,0.988476,RSPO1 -> WNT4
RSPO1,GATA4,0.988354,RSPO1 -> GATA4
FOXL2,CTNNB1,0.988019,FOXL2 -> CTNNB1
CTNNB1,DKK1,0.987401,CTNNB1 -> DKK1
CTNNB1,CBX2,0.985716,CTNNB1 -> CBX2
AMH,FGF9,0.98295,AMH -> FGF9
WT1mKTS,RSPO1,0.981908,WT1mKTS -> RSPO1
NR0B1,FOXL2,0.979952,NR0B1 -> FOXL2
SOX9,WNT4,0.978808,SOX9 -> WNT4
WT1pKTS,FOXL2,0.976459,WT1pKTS -> FOXL2
DMRT1,WT1pKTS,0.97507,DMRT1 -> WT1pKTS
FGF9,DHH,0.971639,FGF9 -> DHH
SRY,WNT4,0.970845,SRY -> WNT4
GATA4,RSPO1,0.969264,GATA4 -> RSPO1
GATA4,UGR,0.9677,GATA4 -> UGR
SRY,NR0B1,0.966401,SRY -> NR0B1
SOX9,NR0B1,0.965972,SOX9 -> NR0B1
FGF9,RSPO1,0.956268,FGF9 -> RSPO1
PGD2,SRY,0.955516,PGD2 -> SRY
DKK1,WT1pKTS,0.952903,DKK1 -> WT1pKTS
GATA4,CBX2,0.952633,GATA4 -> CBX2
FGF9,DMRT1,0.935618,FGF9 -> DMRT1
NR5A1,UGR,0.934209,NR5A1 -> UGR
PGD2,NR5A1,0.929238,PGD2 -> NR5A1
SRY,GATA4,0.925643,SRY -> GATA4
FGF9,WNT4,0.92389,FGF9 -> WNT4
WNT4,DKK1,0.923783,WNT4 -> DKK1
WT1mKTS,DKK1,0.915541,WT1mKTS -> DKK1
FOXL2,RSPO1,0.914381,FOXL2 -> RSPO1
PGD2,UGR,0.901909,PGD2 -> UGR
SRY,DMRT1,0.898868,SRY -> DMRT1
SRY,DKK1,0.8967,SRY -> DKK1
AMH,UGR,0.8851459999999999,AMH -> UGR
GATA4,FGF9,0.885117,GATA4 -> FGF9
DMRT1,WNT4,0.865793,DMRT1 -> WNT4
WNT4,FOXL2,0.8631540000000001,WNT4 -> FOXL2
FOXL2,WT1pKTS,0.856418,FOXL2 -> WT1pKTS
PGD2,SOX9,0.85164,PGD2 -> SOX9
CTNNB1,FOXL2,0.851102,CTNNB1 -> FOXL2
SOX9,WT1mKTS,0.848234,SOX9 -> WT1mKTS
DMRT1,CTNNB1,0.845474,DMRT1 -> CTNNB1
SOX9,UGR,0.8454719999999999,SOX9 -> UGR
GATA4,NR5A1,0.8428040000000001,GATA4 -> NR5A1
WT1mKTS,NR5A1,0.836316,WT1mKTS -> NR5A1
SRY,SOX9,0.8252,SRY -> SOX9
WT1mKTS,DMRT1,0.813998,WT1mKTS -> DMRT1
AMH,WT1pKTS,0.812466,AMH -> WT1pKTS
SRY,WT1mKTS,0.812129,SRY -> WT1mKTS
PGD2,CBX2,0.8058569999999999,PGD2 -> CBX2
CTNNB1,UGR,0.805289,CTNNB1 -> UGR
DKK1,FOXL2,0.793478,DKK1 -> FOXL2
DMRT1,WT1mKTS,0.771778,DMRT1 -> WT1mKTS
FGF9,CTNNB1,0.769616,FGF9 -> CTNNB1
DKK1,CTNNB1,0.766927,DKK1 -> CTNNB1
NR5A1,FOXL2,0.755888,NR5A1 -> FOXL2
AMH,GATA4,0.754791,AMH -> GATA4
WNT4,WT1pKTS,0.738807,WNT4 -> WT1pKTS
DKK1,WT1mKTS,0.733066,DKK1 -> WT1mKTS
NR0B1,RSPO1,0.726399,NR0B1 -> RSPO1
PGD2,GATA4,0.722824,PGD2 -> GATA4
SOX9,NR5A1,0.7216199999999999,SOX9 -> NR5A1
WT1pKTS,UGR,0.714683,WT1pKTS -> UGR
WNT4,DMRT1,0.713924,WNT4 -> DMRT1
SOX9,DMRT1,0.6784720000000001,SOX9 -> DMRT1
FOXL2,DHH,0.6585810000000001,FOXL2 -> DHH
DMRT1,RSPO1,0.646049,DMRT1 -> RSPO1
NR0B1,DMRT1,0.6446649999999999,NR0B1 -> DMRT1
DMRT1,FOXL2,0.639935,DMRT1 -> FOXL2
GATA4,SOX9,0.627963,GATA4 -> SOX9
SOX9,SRY,0.620785,SOX9 -> SRY
FOXL2,NR5A1,0.613051,FOXL2 -> NR5A1
PGD2,PGD2,0.6069720000000001,PGD2 -> PGD2
GATA4,AMH,0.605266,GATA4 -> AMH
GATA4,SRY,0.600511,GATA4 -> SRY
FGF9,WT1mKTS,0.598805,FGF9 -> WT1mKTS
RSPO1,WT1pKTS,0.595856,RSPO1 -> WT1pKTS
NR5A1,WNT4,0.5931649999999999,NR5A1 -> WNT4
FOXL2,DMRT1,0.58631,FOXL2 -> DMRT1
DKK1,NR5A1,0.582576,DKK1 -> NR5A1
FOXL2,FGF9,0.579354,FOXL2 -> FGF9
FOXL2,UGR,0.5683,FOXL2 -> UGR
FOXL2,AMH,0.564349,FOXL2 -> AMH
SOX9,RSPO1,0.559615,SOX9 -> RSPO1
FGF9,AMH,0.5563060000000001,FGF9 -> AMH
DHH,GATA4,0.549702,DHH -> GATA4
DMRT1,GATA4,0.5483060000000001,DMRT1 -> GATA4
FGF9,FOXL2,0.543535,FGF9 -> FOXL2
AMH,NR0B1,0.5433680000000001,AMH -> NR0B1
DHH,NR5A1,0.542794,DHH -> NR5A1
SOX9,WT1pKTS,0.541454,SOX9 -> WT1pKTS
DHH,NR0B1,0.5401630000000001,DHH -> NR0B1
DHH,CBX2,0.530566,DHH -> CBX2
DHH,CTNNB1,0.530334,DHH -> CTNNB1
AMH,SRY,0.529655,AMH -> SRY
PGD2,FGF9,0.524982,PGD2 -> FGF9
FOXL2,SRY,0.5221779999999999,FOXL2 -> SRY
FGF9,WT1pKTS,0.520985,FGF9 -> WT1pKTS
FGF9,CBX2,0.516637,FGF9 -> CBX2
FGF9,DKK1,0.514734,FGF9 -> DKK1
FGF9,GATA4,0.510941,FGF9 -> GATA4
PGD2,DHH,0.4990779999999999,PGD2 -> DHH
AMH,FOXL2,0.497234,AMH -> FOXL2
AMH,SOX9,0.492185,AMH -> SOX9
DHH,AMH,0.491595,DHH -> AMH
CTNNB1,WT1pKTS,0.491462,CTNNB1 -> WT1pKTS
FGF9,NR0B1,0.490439,FGF9 -> NR0B1
PGD2,CTNNB1,0.489981,PGD2 -> CTNNB1
PGD2,NR0B1,0.4861149999999999,PGD2 -> NR0B1
CBX2,FOXL2,0.485407,CBX2 -> FOXL2
WNT4,PGD2,0.480962,WNT4 -> PGD2
WNT4,GATA4,0.4738,WNT4 -> GATA4
DHH,WNT4,0.472751,DHH -> WNT4
WT1pKTS,RSPO1,0.4709279999999999,WT1pKTS -> RSPO1
DHH,WT1pKTS,0.469049,DHH -> WT1pKTS
FOXL2,CBX2,0.468722,FOXL2 -> CBX2
FGF9,NR5A1,0.4679859999999999,FGF9 -> NR5A1
FGF9,SRY,0.465633,FGF9 -> SRY
AMH,WNT4,0.464658,AMH -> WNT4
FGF9,UGR,0.461053,FGF9 -> UGR
PGD2,DMRT1,0.458121,PGD2 -> DMRT1
PGD2,DKK1,0.455743,PGD2 -> DKK1
FGF9,FGF9,0.454946,FGF9 -> FGF9
DHH,WT1mKTS,0.453424,DHH -> WT1mKTS
WT1mKTS,FOXL2,0.452193,WT1mKTS -> FOXL2
FGF9,SOX9,0.447697,FGF9 -> SOX9
PGD2,AMH,0.447479,PGD2 -> AMH
FOXL2,PGD2,0.446086,FOXL2 -> PGD2
PGD2,RSPO1,0.446032,PGD2 -> RSPO1
PGD2,FOXL2,0.44559,PGD2 -> FOXL2
PGD2,WNT4,0.4453399999999999,PGD2 -> WNT4
PGD2,WT1pKTS,0.444955,PGD2 -> WT1pKTS
DHH,UGR,0.443091,DHH -> UGR
AMH,DMRT1,0.442427,AMH -> DMRT1
PGD2,WT1mKTS,0.442198,PGD2 -> WT1mKTS
SOX9,GATA4,0.441827,SOX9 -> GATA4
DHH,DHH,0.441325,DHH -> DHH
DHH,SRY,0.440028,DHH -> SRY
DHH,FOXL2,0.439504,DHH -> FOXL2
AMH,WT1mKTS,0.4388649999999999,AMH -> WT1mKTS
AMH,CBX2,0.437017,AMH -> CBX2
AMH,NR5A1,0.436737,AMH -> NR5A1
AMH,CTNNB1,0.436689,AMH -> CTNNB1
AMH,DKK1,0.436302,AMH -> DKK1
AMH,RSPO1,0.4357979999999999,AMH -> RSPO1
DHH,RSPO1,0.4323439999999999,DHH -> RSPO1
RSPO1,WT1mKTS,0.431249,RSPO1 -> WT1mKTS
FOXL2,SOX9,0.4309,FOXL2 -> SOX9
DHH,SOX9,0.429691,DHH -> SOX9
DHH,DMRT1,0.4294989999999999,DHH -> DMRT1
DHH,FGF9,0.428724,DHH -> FGF9
DHH,PGD2,0.428116,DHH -> PGD2
DHH,DKK1,0.427664,DHH -> DKK1
CTNNB1,NR5A1,0.419016,CTNNB1 -> NR5A1
GATA4,DHH,0.4091889999999999,GATA4 -> DHH
CBX2,SOX9,0.408004,CBX2 -> SOX9
RSPO1,CBX2,0.4037989999999999,RSPO1 -> CBX2
FOXL2,DKK1,0.400757,FOXL2 -> DKK1
SOX9,FOXL2,0.3960889999999999,SOX9 -> FOXL2
DKK1,WNT4,0.387047,DKK1 -> WNT4
CTNNB1,WT1mKTS,0.362782,CTNNB1 -> WT1mKTS
WNT4,FGF9,0.358566,WNT4 -> FGF9
WNT4,NR5A1,0.349568,WNT4 -> NR5A1
SOX9,FGF9,0.33926,SOX9 -> FGF9
GATA4,FOXL2,0.337448,GATA4 -> FOXL2
SOX9,CTNNB1,0.331438,SOX9 -> CTNNB1
SOX9,AMH,0.3295119999999999,SOX9 -> AMH
SOX9,DHH,0.324103,SOX9 -> DHH
SOX9,PGD2,0.322561,SOX9 -> PGD2
CTNNB1,AMH,0.317402,CTNNB1 -> AMH
WNT4,WT1mKTS,0.31159,WNT4 -> WT1mKTS
SRY,CBX2,0.284423,SRY -> CBX2
RSPO1,DKK1,0.281173,RSPO1 -> DKK1
NR5A1,SOX9,0.267129,NR5A1 -> SOX9
WNT4,DHH,0.264742,WNT4 -> DHH
SRY,CTNNB1,0.263696,SRY -> CTNNB1
CTNNB1,WNT4,0.259726,CTNNB1 -> WNT4
RSPO1,FOXL2,0.251822,RSPO1 -> FOXL2
RSPO1,DMRT1,0.245714,RSPO1 -> DMRT1
SRY,RSPO1,0.230765,SRY -> RSPO1
WT1pKTS,PGD2,0.228541,WT1pKTS -> PGD2
CBX2,SRY,0.222771,CBX2 -> SRY
DMRT1,PGD2,0.218342,DMRT1 -> PGD2
NR0B1,FGF9,0.202057,NR0B1 -> FGF9
WT1pKTS,SOX9,0.201289,WT1pKTS -> SOX9
NR5A1,DMRT1,0.199682,NR5A1 -> DMRT1
NR0B1,DKK1,0.198565,NR0B1 -> DKK1
WNT4,AMH,0.195513,WNT4 -> AMH
DKK1,UGR,0.194429,DKK1 -> UGR
UGR,FOXL2,0.194416,UGR -> FOXL2
CBX2,NR0B1,0.188362,CBX2 -> NR0B1
WT1pKTS,CTNNB1,0.179877,WT1pKTS -> CTNNB1
NR0B1,PGD2,0.178233,NR0B1 -> PGD2
GATA4,DMRT1,0.170707,GATA4 -> DMRT1
DMRT1,FGF9,0.169339,DMRT1 -> FGF9
GATA4,PGD2,0.168067,GATA4 -> PGD2
WT1mKTS,SRY,0.1673089999999999,WT1mKTS -> SRY
WT1mKTS,DHH,0.166656,WT1mKTS -> DHH
NR5A1,DKK1,0.162865,NR5A1 -> DKK1
RSPO1,NR0B1,0.159924,RSPO1 -> NR0B1
DKK1,AMH,0.159585,DKK1 -> AMH
DMRT1,UGR,0.1592599999999999,DMRT1 -> UGR
UGR,PGD2,0.156584,UGR -> PGD2
DKK1,NR0B1,0.1545609999999999,DKK1 -> NR0B1
NR0B1,NR5A1,0.14893,NR0B1 -> NR5A1
WT1mKTS,FGF9,0.148917,WT1mKTS -> FGF9
NR0B1,CBX2,0.147415,NR0B1 -> CBX2
NR5A1,DHH,0.145968,NR5A1 -> DHH
DKK1,PGD2,0.145322,DKK1 -> PGD2
UGR,DHH,0.140379,UGR -> DHH
DMRT1,AMH,0.135605,DMRT1 -> AMH
NR0B1,DHH,0.134152,NR0B1 -> DHH
SRY,UGR,0.133096,SRY -> UGR
DMRT1,SOX9,0.131895,DMRT1 -> SOX9
CTNNB1,DHH,0.12943,CTNNB1 -> DHH
RSPO1,PGD2,0.122846,RSPO1 -> PGD2
RSPO1,DHH,0.119965,RSPO1 -> DHH
WT1mKTS,WNT4,0.1180099999999999,WT1mKTS -> WNT4
WT1mKTS,AMH,0.1170079999999999,WT1mKTS -> AMH
UGR,CTNNB1,0.114472,UGR -> CTNNB1
DKK1,SOX9,0.114089,DKK1 -> SOX9
GATA4,DKK1,0.113542,GATA4 -> DKK1
DMRT1,DHH,0.112225,DMRT1 -> DHH
NR0B1,AMH,0.108482,NR0B1 -> AMH
DKK1,DHH,0.104676,DKK1 -> DHH
DKK1,FGF9,0.10453,DKK1 -> FGF9
RSPO1,SRY,0.101256,RSPO1 -> SRY
CTNNB1,FGF9,0.093236,CTNNB1 -> FGF9
NR5A1,NR0B1,0.089091,NR5A1 -> NR0B1
NR0B1,SOX9,0.088154,NR0B1 -> SOX9
UGR,RSPO1,0.087139,UGR -> RSPO1
WT1mKTS,PGD2,0.085701,WT1mKTS -> PGD2
RSPO1,FGF9,0.083482,RSPO1 -> FGF9
RSPO1,AMH,0.083163,RSPO1 -> AMH
CTNNB1,PGD2,0.082495,CTNNB1 -> PGD2
WT1mKTS,SOX9,0.081173,WT1mKTS -> SOX9
CBX2,FGF9,0.08077,CBX2 -> FGF9
NR5A1,FGF9,0.0664889999999999,NR5A1 -> FGF9
UGR,AMH,0.063974,UGR -> AMH
NR5A1,PGD2,0.062825,NR5A1 -> PGD2
WT1pKTS,FGF9,0.056065,WT1pKTS -> FGF9
CBX2,DHH,0.0503819999999999,CBX2 -> DHH
WT1pKTS,AMH,0.048434,WT1pKTS -> AMH
CBX2,PGD2,0.048225,CBX2 -> PGD2
SRY,PGD2,0.047554,SRY -> PGD2
WT1pKTS,DHH,0.045854,WT1pKTS -> DHH
NR5A1,AMH,0.045018,NR5A1 -> AMH
UGR,DMRT1,0.0424019999999999,UGR -> DMRT1
CBX2,AMH,0.041568,CBX2 -> AMH
UGR,DKK1,0.039168,UGR -> DKK1
SRY,DHH,0.03812,SRY -> DHH
UGR,SOX9,0.03272,UGR -> SOX9
SRY,AMH,0.0299399999999999,SRY -> AMH
SRY,FGF9,0.027535,SRY -> FGF9
UGR,FGF9,0.027087,UGR -> FGF9
