Gene1,Gene2,EdgeWeight,Direction
UGR,NR0B1,0.00356,UGR -> NR0B1
UGR,DKK1,0.0034,UGR -> DKK1
SOX9,CTNNB1,0.0034,SOX9 -> CTNNB1
GATA4,UGR,0.00324,GATA4 -> UGR
CBX2,NR5A1,0.00324,CBX2 -> NR5A1
AMH,WT1pKTS,0.00309,AMH -> WT1pKTS
WT1mKTS,NR5A1,0.00309,WT1mKTS -> NR5A1
GATA4,PGD2,0.00296,GATA4 -> PGD2
SOX9,UGR,0.00296,SOX9 -> UGR
UGR,CTNNB1,0.00283,UGR -> CTNNB1
UGR,PGD2,0.00271,UGR -> PGD2
DMRT1,NR5A1,0.00271,DMRT1 -> NR5A1
UGR,DMRT1,0.0026,UGR -> DMRT1
CBX2,FOXL2,0.0026,CBX2 -> FOXL2
NR0B1,FGF9,0.00249,NR0B1 -> FGF9
SOX9,WNT4,0.00249,SOX9 -> WNT4
UGR,SRY,0.0024,UGR -> SRY
DMRT1,CTNNB1,0.0024,DMRT1 -> CTNNB1
NR5A1,DMRT1,0.0023,NR5A1 -> DMRT1
DMRT1,RSPO1,0.0023,DMRT1 -> RSPO1
NR5A1,DHH,0.00221,NR5A1 -> DHH
PGD2,SRY,0.00221,PGD2 -> SRY
CBX2,RSPO1,0.00213,CBX2 -> RSPO1
WT1pKTS,PGD2,0.00213,WT1pKTS -> PGD2
SOX9,NR0B1,0.00205,SOX9 -> NR0B1
SOX9,AMH,0.00198,SOX9 -> AMH
CBX2,WT1pKTS,0.00198,CBX2 -> WT1pKTS
UGR,NR5A1,0.00191,UGR -> NR5A1
WT1mKTS,CBX2,0.00191,WT1mKTS -> CBX2
DHH,WNT4,0.00184,DHH -> WNT4
DMRT1,DKK1,0.00184,DMRT1 -> DKK1
NR5A1,FGF9,0.00178,NR5A1 -> FGF9
AMH,WT1mKTS,0.00178,AMH -> WT1mKTS
DHH,SOX9,0.00172,DHH -> SOX9
FGF9,GATA4,0.00172,FGF9 -> GATA4
DHH,SRY,0.00166,DHH -> SRY
GATA4,DMRT1,0.00166,GATA4 -> DMRT1
GATA4,DKK1,0.00161,GATA4 -> DKK1
PGD2,WNT4,0.00161,PGD2 -> WNT4
WT1mKTS,DKK1,0.00156,WT1mKTS -> DKK1
WNT4,RSPO1,0.00156,WNT4 -> RSPO1
PGD2,WT1mKTS,0.00151,PGD2 -> WT1mKTS
CTNNB1,SOX9,0.00151,CTNNB1 -> SOX9
RSPO1,FGF9,0.00146,RSPO1 -> FGF9
CBX2,CTNNB1,0.00146,CBX2 -> CTNNB1
UGR,WT1mKTS,0.00142,UGR -> WT1mKTS
CTNNB1,WNT4,0.00137,CTNNB1 -> WNT4
WT1mKTS,CTNNB1,0.00137,WT1mKTS -> CTNNB1
NR5A1,PGD2,0.00133,NR5A1 -> PGD2
DHH,GATA4,0.00133,DHH -> GATA4
UGR,DHH,0.00129,UGR -> DHH
CBX2,SRY,0.00129,CBX2 -> SRY
WT1mKTS,FOXL2,0.00126,WT1mKTS -> FOXL2
UGR,GATA4,0.00122,UGR -> GATA4
UGR,WNT4,0.00119,UGR -> WNT4
WT1pKTS,RSPO1,0.00115,WT1pKTS -> RSPO1
WNT4,NR5A1,0.00115,WNT4 -> NR5A1
SRY,NR0B1,0.00112,SRY -> NR0B1
WNT4,CTNNB1,0.00112,WNT4 -> CTNNB1
SRY,DHH,0.00109,SRY -> DHH
AMH,GATA4,0.00106,AMH -> GATA4
CTNNB1,SRY,0.00103,CTNNB1 -> SRY
DHH,DMRT1,0.00103,DHH -> DMRT1
SRY,PGD2,0.00101,SRY -> PGD2
DMRT1,CBX2,0.00101,DMRT1 -> CBX2
CTNNB1,WT1pKTS,0.00098,CTNNB1 -> WT1pKTS
WNT4,NR0B1,0.00096,WNT4 -> NR0B1
RSPO1,WNT4,0.00093,RSPO1 -> WNT4
CTNNB1,FOXL2,0.00091,CTNNB1 -> FOXL2
NR0B1,SOX9,0.00091,NR0B1 -> SOX9
DHH,WT1mKTS,0.00089,DHH -> WT1mKTS
RSPO1,DHH,0.00089,RSPO1 -> DHH
SOX9,SRY,0.00087,SOX9 -> SRY
DMRT1,WT1pKTS,0.00085,DMRT1 -> WT1pKTS
NR5A1,UGR,0.00083,NR5A1 -> UGR
NR0B1,CTNNB1,0.00083,NR0B1 -> CTNNB1
WT1pKTS,UGR,0.00081,WT1pKTS -> UGR
WT1mKTS,SRY,0.00081,WT1mKTS -> SRY
GATA4,RSPO1,0.00079,GATA4 -> RSPO1
WT1mKTS,UGR,0.00077,WT1mKTS -> UGR
NR0B1,AMH,0.00075,NR0B1 -> AMH
DKK1,DMRT1,0.00074,DKK1 -> DMRT1
FOXL2,UGR,0.00072,FOXL2 -> UGR
UGR,RSPO1,0.00072,UGR -> RSPO1
RSPO1,NR0B1,0.0007,RSPO1 -> NR0B1
SOX9,GATA4,0.0007,SOX9 -> GATA4
WT1pKTS,NR0B1,0.00069,WT1pKTS -> NR0B1
GATA4,SOX9,0.00067,GATA4 -> SOX9
GATA4,CTNNB1,0.00066,GATA4 -> CTNNB1
SRY,AMH,0.00065,SRY -> AMH
WT1pKTS,AMH,0.00063,WT1pKTS -> AMH
SOX9,DMRT1,0.00062,SOX9 -> DMRT1
DHH,DKK1,0.00062,DHH -> DKK1
NR0B1,NR5A1,0.00061,NR0B1 -> NR5A1
DKK1,NR0B1,0.0006,DKK1 -> NR0B1
UGR,AMH,0.0006,UGR -> AMH
DKK1,FGF9,0.00055,DKK1 -> FGF9
RSPO1,UGR,0.00054,RSPO1 -> UGR
RSPO1,NR5A1,0.00054,RSPO1 -> NR5A1
WNT4,FOXL2,0.00053,WNT4 -> FOXL2
UGR,FGF9,0.00052,UGR -> FGF9
WNT4,WT1pKTS,0.00052,WNT4 -> WT1pKTS
WT1pKTS,DKK1,0.00051,WT1pKTS -> DKK1
WNT4,UGR,0.00051,WNT4 -> UGR
NR5A1,SOX9,0.0005,NR5A1 -> SOX9
WT1mKTS,WT1pKTS,0.00049,WT1mKTS -> WT1pKTS
DMRT1,NR0B1,0.00049,DMRT1 -> NR0B1
DKK1,PGD2,0.00048,DKK1 -> PGD2
DMRT1,FOXL2,0.00048,DMRT1 -> FOXL2
NR5A1,FOXL2,0.00047,NR5A1 -> FOXL2
CTNNB1,GATA4,0.00047,CTNNB1 -> GATA4
FGF9,SRY,0.00046,FGF9 -> SRY
GATA4,SRY,0.00046,GATA4 -> SRY
WT1pKTS,NR5A1,0.00046,WT1pKTS -> NR5A1
NR5A1,WT1pKTS,0.00045,NR5A1 -> WT1pKTS
AMH,CTNNB1,0.00043,AMH -> CTNNB1
SOX9,WT1mKTS,0.00043,SOX9 -> WT1mKTS
DKK1,DHH,0.00043,DKK1 -> DHH
NR5A1,NR0B1,0.00043,NR5A1 -> NR0B1
WT1pKTS,WT1mKTS,0.00042,WT1pKTS -> WT1mKTS
GATA4,FOXL2,0.00042,GATA4 -> FOXL2
CTNNB1,DKK1,0.00041,CTNNB1 -> DKK1
FOXL2,WT1pKTS,0.0004,FOXL2 -> WT1pKTS
RSPO1,CBX2,0.0004,RSPO1 -> CBX2
AMH,DKK1,0.0004,AMH -> DKK1
GATA4,NR0B1,0.0004,GATA4 -> NR0B1
NR0B1,RSPO1,0.00039,NR0B1 -> RSPO1
NR0B1,CBX2,0.00039,NR0B1 -> CBX2
SOX9,DKK1,0.00039,SOX9 -> DKK1
GATA4,AMH,0.00039,GATA4 -> AMH
GATA4,WT1pKTS,0.00038,GATA4 -> WT1pKTS
RSPO1,SRY,0.00038,RSPO1 -> SRY
SRY,FGF9,0.00037,SRY -> FGF9
WT1pKTS,GATA4,0.00037,WT1pKTS -> GATA4
WNT4,CBX2,0.00037,WNT4 -> CBX2
DMRT1,SRY,0.00037,DMRT1 -> SRY
CBX2,NR0B1,0.00036,CBX2 -> NR0B1
CBX2,GATA4,0.00036,CBX2 -> GATA4
AMH,RSPO1,0.00035,AMH -> RSPO1
SRY,RSPO1,0.00034,SRY -> RSPO1
SRY,NR5A1,0.00033,SRY -> NR5A1
NR5A1,RSPO1,0.00033,NR5A1 -> RSPO1
RSPO1,PGD2,0.00033,RSPO1 -> PGD2
WNT4,SRY,0.00032,WNT4 -> SRY
NR0B1,SRY,0.00032,NR0B1 -> SRY
WT1pKTS,CBX2,0.00031,WT1pKTS -> CBX2
DKK1,WT1mKTS,0.00031,DKK1 -> WT1mKTS
NR5A1,CBX2,0.00031,NR5A1 -> CBX2
SRY,SOX9,0.00031,SRY -> SOX9
NR0B1,DMRT1,0.0003,NR0B1 -> DMRT1
SRY,WT1pKTS,0.0003,SRY -> WT1pKTS
DKK1,FOXL2,0.0003,DKK1 -> FOXL2
WT1pKTS,SRY,0.00029,WT1pKTS -> SRY
SOX9,DHH,0.00029,SOX9 -> DHH
DMRT1,UGR,0.00029,DMRT1 -> UGR
DKK1,WNT4,0.00028,DKK1 -> WNT4
NR0B1,FOXL2,0.00028,NR0B1 -> FOXL2
CBX2,DHH,0.00028,CBX2 -> DHH
NR0B1,UGR,0.00027,NR0B1 -> UGR
FGF9,DKK1,0.00027,FGF9 -> DKK1
DKK1,UGR,0.00027,DKK1 -> UGR
NR5A1,AMH,0.00026,NR5A1 -> AMH
NR0B1,WT1pKTS,0.00026,NR0B1 -> WT1pKTS
NR0B1,DKK1,0.00025,NR0B1 -> DKK1
NR0B1,GATA4,0.00025,NR0B1 -> GATA4
SRY,CTNNB1,0.00025,SRY -> CTNNB1
GATA4,CBX2,0.00025,GATA4 -> CBX2
WT1pKTS,DMRT1,0.00025,WT1pKTS -> DMRT1
SOX9,PGD2,0.00024,SOX9 -> PGD2
UGR,SOX9,0.00024,UGR -> SOX9
DKK1,RSPO1,0.00023,DKK1 -> RSPO1
SOX9,FGF9,0.00023,SOX9 -> FGF9
GATA4,WT1mKTS,0.00023,GATA4 -> WT1mKTS
NR5A1,SRY,0.00022,NR5A1 -> SRY
CTNNB1,RSPO1,0.00022,CTNNB1 -> RSPO1
DMRT1,WT1mKTS,0.00022,DMRT1 -> WT1mKTS
NR0B1,WNT4,0.00022,NR0B1 -> WNT4
WT1pKTS,CTNNB1,0.00021,WT1pKTS -> CTNNB1
CBX2,PGD2,0.00021,CBX2 -> PGD2
AMH,DMRT1,0.00021,AMH -> DMRT1
NR5A1,DKK1,0.00021,NR5A1 -> DKK1
AMH,DMRT1,0.00021,AMH -> DMRT1
SRY,WNT4,0.0002,SRY -> WNT4
FGF9,WT1mKTS,0.0002,FGF9 -> WT1mKTS
SRY,GATA4,0.0002,SRY -> GATA4
WT1mKTS,GATA4,0.00019,WT1mKTS -> GATA4
RSPO1,AMH,0.00019,RSPO1 -> AMH
WT1mKTS,GATA4,0.00019,WT1mKTS -> GATA4
WT1pKTS,FGF9,0.00019,WT1pKTS -> FGF9
RSPO1,WT1pKTS,0.00018,RSPO1 -> WT1pKTS
DMRT1,SOX9,0.00018,DMRT1 -> SOX9
NR0B1,PGD2,0.00018,NR0B1 -> PGD2
CTNNB1,UGR,0.00018,CTNNB1 -> UGR
SRY,UGR,0.00017,SRY -> UGR
RSPO1,FOXL2,0.00017,RSPO1 -> FOXL2
NR0B1,DHH,0.00017,NR0B1 -> DHH
WNT4,SOX9,0.00016,WNT4 -> SOX9
CBX2,WNT4,0.00016,CBX2 -> WNT4
WNT4,GATA4,0.00016,WNT4 -> GATA4
WNT4,WT1mKTS,0.00016,WNT4 -> WT1mKTS
NR0B1,WT1mKTS,0.00015,NR0B1 -> WT1mKTS
