Gene1,Gene2,EdgeWeight,Direction
UGR,DKK1,0.793532179742771,UGR -> DKK1
UGR,WNT4,0.791173191887481,UGR -> WNT4
SRY,DKK1,0.79036616866504,SRY -> DKK1
SRY,DMRT1,0.788213093025474,SRY -> DMRT1
NR5A1,FOXL2,0.782880835033484,NR5A1 -> FOXL2
PGD2,SOX9,0.776284611073726,PGD2 -> SOX9
FGF9,SOX9,0.775940783161145,FGF9 -> SOX9
NR0B1,CBX2,0.775728374681559,NR0B1 -> CBX2
CBX2,WT1pKTS,0.774767518420546,CBX2 -> WT1pKTS
DHH,SOX9,0.774070960718956,DHH -> SOX9
WT1pKTS,NR5A1,0.765586011460707,WT1pKTS -> NR5A1
UGR,CTNNB1,0.763402429761767,UGR -> CTNNB1
FOXL2,NR5A1,0.762834933861714,FOXL2 -> NR5A1
CTNNB1,WT1pKTS,0.759652728515542,CTNNB1 -> WT1pKTS
RSPO1,WT1pKTS,0.755713699562137,RSPO1 -> WT1pKTS
NR0B1,NR5A1,0.75498552623301,NR0B1 -> NR5A1
CBX2,SRY,0.754107030227612,CBX2 -> SRY
AMH,SOX9,0.750227711909837,AMH -> SOX9
WNT4,CBX2,0.749992363348612,WNT4 -> CBX2
CBX2,FOXL2,0.74952421126035,CBX2 -> FOXL2
SOX9,NR0B1,0.746876281002209,SOX9 -> NR0B1
DMRT1,SOX9,0.745836773585083,DMRT1 -> SOX9
FOXL2,CTNNB1,0.744234708372022,FOXL2 -> CTNNB1
CTNNB1,FOXL2,0.744234708372022,CTNNB1 -> FOXL2
FGF9,NR0B1,0.741508680877702,FGF9 -> NR0B1
PGD2,NR0B1,0.740414490326909,PGD2 -> NR0B1
DKK1,SOX9,0.739910922501581,DKK1 -> SOX9
DHH,NR0B1,0.736916418716704,DHH -> NR0B1
WNT4,NR5A1,0.734652089451934,WNT4 -> NR5A1
WT1pKTS,CTNNB1,0.733582914808562,WT1pKTS -> CTNNB1
RSPO1,FOXL2,0.732816057191659,RSPO1 -> FOXL2
AMH,NR0B1,0.730401561984453,AMH -> NR0B1
NR0B1,RSPO1,0.728706854047911,NR0B1 -> RSPO1
CBX2,UGR,0.726623568313138,CBX2 -> UGR
NR0B1,AMH,0.720903570261777,NR0B1 -> AMH
WNT4,RSPO1,0.719656997098609,WNT4 -> RSPO1
WNT4,NR0B1,0.717305320436392,WNT4 -> NR0B1
CBX2,SOX9,0.716593054056319,CBX2 -> SOX9
NR5A1,SRY,0.714139527009242,NR5A1 -> SRY
NR0B1,WNT4,0.714008652532437,NR0B1 -> WNT4
NR0B1,PGD2,0.706864477478286,NR0B1 -> PGD2
NR0B1,FGF9,0.706235175385279,NR0B1 -> FGF9
NR0B1,DHH,0.704552688910056,NR0B1 -> DHH
RSPO1,WNT4,0.703205614962458,RSPO1 -> WNT4
NR0B1,CTNNB1,0.701407387996268,NR0B1 -> CTNNB1
FOXL2,RSPO1,0.700819058424818,FOXL2 -> RSPO1
WT1pKTS,RSPO1,0.69155057296607,WT1pKTS -> RSPO1
RSPO1,SRY,0.682526004149597,RSPO1 -> SRY
DKK1,SRY,0.678565307108148,DKK1 -> SRY
DMRT1,SRY,0.675758937790793,DMRT1 -> SRY
WNT4,CTNNB1,0.673009133639368,WNT4 -> CTNNB1
RSPO1,UGR,0.672809456708739,RSPO1 -> UGR
CBX2,NR0B1,0.667922775524743,CBX2 -> NR0B1
CTNNB1,SRY,0.666872984704473,CTNNB1 -> SRY
SOX9,DMRT1,0.666627152671084,SOX9 -> DMRT1
WT1pKTS,CBX2,0.65860083709116,WT1pKTS -> CBX2
SOX9,DKK1,0.658595769068049,SOX9 -> DKK1
SOX9,WNT4,0.65428134717609,SOX9 -> WNT4
CTNNB1,UGR,0.653576605676616,CTNNB1 -> UGR
FOXL2,CBX2,0.645023681920178,FOXL2 -> CBX2
RSPO1,NR0B1,0.643993105638554,RSPO1 -> NR0B1
DMRT1,UGR,0.639603186728468,DMRT1 -> UGR
DKK1,UGR,0.6364682201466,DKK1 -> UGR
CTNNB1,WNT4,0.63252757976979,CTNNB1 -> WNT4
CTNNB1,NR0B1,0.628840186812799,CTNNB1 -> NR0B1
SOX9,CBX2,0.622053718132901,SOX9 -> CBX2
DMRT1,FGF9,0.621072215044522,DMRT1 -> FGF9
DMRT1,PGD2,0.61954181397464,DMRT1 -> PGD2
DMRT1,DHH,0.618484103981268,DMRT1 -> DHH
DKK1,DHH,0.616727386314539,DKK1 -> DHH
DKK1,FGF9,0.616551939821696,DKK1 -> FGF9
WNT4,SOX9,0.615259696920125,WNT4 -> SOX9
DKK1,PGD2,0.615176360053765,DKK1 -> PGD2
NR0B1,SRY,0.61206020443992,NR0B1 -> SRY
UGR,WT1pKTS,0.607323749836437,UGR -> WT1pKTS
DMRT1,AMH,0.606867790046765,DMRT1 -> AMH
DKK1,AMH,0.60320108712829,DKK1 -> AMH
WNT4,PGD2,0.603188179641245,WNT4 -> PGD2
WNT4,FGF9,0.60067491077469,WNT4 -> FGF9
WNT4,DHH,0.599720386774431,WNT4 -> DHH
NR5A1,UGR,0.597800676215693,NR5A1 -> UGR
NR0B1,WT1pKTS,0.591026880379246,NR0B1 -> WT1pKTS
UGR,FOXL2,0.588886391833272,UGR -> FOXL2
WNT4,AMH,0.588679765293672,WNT4 -> AMH
NR5A1,NR0B1,0.584941126307687,NR5A1 -> NR0B1
CBX2,FGF9,0.582072680729272,CBX2 -> FGF9
CBX2,PGD2,0.581754400019366,CBX2 -> PGD2
CBX2,DHH,0.580369689100651,CBX2 -> DHH
NR0B1,FOXL2,0.579918840887875,NR0B1 -> FOXL2
WT1pKTS,SRY,0.578991391102893,WT1pKTS -> SRY
WNT4,SRY,0.576297707171378,WNT4 -> SRY
SRY,WNT4,0.57359426175977,SRY -> WNT4
SRY,WT1pKTS,0.573010291145646,SRY -> WT1pKTS
NR5A1,WNT4,0.570149315963337,NR5A1 -> WNT4
CBX2,AMH,0.564525755028621,CBX2 -> AMH
FOXL2,SRY,0.560632851482762,FOXL2 -> SRY
SRY,SOX9,0.559558292178024,SRY -> SOX9
SRY,FOXL2,0.557176374790319,SRY -> FOXL2
WNT4,WT1pKTS,0.55634138378195,WNT4 -> WT1pKTS
WNT4,FOXL2,0.549024047732383,WNT4 -> FOXL2
UGR,SOX9,0.523278964114159,UGR -> SOX9
PGD2,WNT4,0.522421983258558,PGD2 -> WNT4
FGF9,WNT4,0.522085238042738,FGF9 -> WNT4
DHH,WNT4,0.520117614878412,DHH -> WNT4
PGD2,DMRT1,0.514263525907179,PGD2 -> DMRT1
DHH,DMRT1,0.510181878341637,DHH -> DMRT1
FGF9,DMRT1,0.50919419480896,FGF9 -> DMRT1
PGD2,DKK1,0.508506065266355,PGD2 -> DKK1
FGF9,DKK1,0.507811134680129,FGF9 -> DKK1
DKK1,NR0B1,0.507674263407883,DKK1 -> NR0B1
AMH,WNT4,0.506697956776608,AMH -> WNT4
DHH,DKK1,0.505849875892994,DHH -> DKK1
DMRT1,NR0B1,0.504524210476106,DMRT1 -> NR0B1
DMRT1,RSPO1,0.504209007000734,DMRT1 -> RSPO1
AMH,DMRT1,0.49977916649578,AMH -> DMRT1
DKK1,RSPO1,0.497603400348095,DKK1 -> RSPO1
SRY,NR5A1,0.493320783430669,SRY -> NR5A1
SOX9,NR5A1,0.4927479220114,SOX9 -> NR5A1
NR5A1,SOX9,0.4927479220114,NR5A1 -> SOX9
AMH,DKK1,0.492155485876413,AMH -> DKK1
FOXL2,NR0B1,0.483704957010137,FOXL2 -> NR0B1
FOXL2,WNT4,0.476158365171569,FOXL2 -> WNT4
SOX9,SRY,0.474907830003938,SOX9 -> SRY
FOXL2,UGR,0.469256931154961,FOXL2 -> UGR
PGD2,CBX2,0.468959344132342,PGD2 -> CBX2
FGF9,CBX2,0.468253429352706,FGF9 -> CBX2
DHH,CBX2,0.466085714824746,DHH -> CBX2
DMRT1,CTNNB1,0.463556088136056,DMRT1 -> CTNNB1
WT1pKTS,NR0B1,0.46206277693384,WT1pKTS -> NR0B1
DKK1,CTNNB1,0.460168686198511,DKK1 -> CTNNB1
AMH,CBX2,0.45463957402373,AMH -> CBX2
WT1pKTS,WNT4,0.44982980565787,WT1pKTS -> WNT4
RSPO1,SOX9,0.449517381881679,RSPO1 -> SOX9
SOX9,RSPO1,0.449517381881679,SOX9 -> RSPO1
PGD2,NR5A1,0.448877479567448,PGD2 -> NR5A1
NR5A1,PGD2,0.448877479567448,NR5A1 -> PGD2
WT1pKTS,UGR,0.448292682457723,WT1pKTS -> UGR
NR5A1,FGF9,0.44523764676979,NR5A1 -> FGF9
FGF9,NR5A1,0.44523764676979,FGF9 -> NR5A1
SRY,DHH,0.439160137731636,SRY -> DHH
NR5A1,DHH,0.438907226880542,NR5A1 -> DHH
DHH,NR5A1,0.438907226880542,DHH -> NR5A1
NR5A1,AMH,0.437717770932371,NR5A1 -> AMH
AMH,NR5A1,0.437717770932371,AMH -> NR5A1
SOX9,UGR,0.435521536890151,SOX9 -> UGR
SRY,PGD2,0.434827443398658,SRY -> PGD2
NR0B1,SOX9,0.434794144894375,NR0B1 -> SOX9
SRY,FGF9,0.433932525235228,SRY -> FGF9
SRY,CTNNB1,0.42899231268432,SRY -> CTNNB1
SRY,AMH,0.422077673137939,SRY -> AMH
RSPO1,PGD2,0.410077022825283,RSPO1 -> PGD2
RSPO1,FGF9,0.408700708812699,RSPO1 -> FGF9
RSPO1,DHH,0.408613446594888,RSPO1 -> DHH
RSPO1,AMH,0.404931482909271,RSPO1 -> AMH
WNT4,DMRT1,0.404083024833246,WNT4 -> DMRT1
WNT4,DKK1,0.40035901921914,WNT4 -> DKK1
UGR,PGD2,0.391460053934856,UGR -> PGD2
UGR,FGF9,0.391238972398731,UGR -> FGF9
UGR,DHH,0.390341517457287,UGR -> DHH
UGR,AMH,0.379641313914533,UGR -> AMH
FGF9,RSPO1,0.364552768326005,FGF9 -> RSPO1
PGD2,RSPO1,0.363684167270739,PGD2 -> RSPO1
DHH,RSPO1,0.361815231684011,DHH -> RSPO1
SRY,RSPO1,0.360359116703578,SRY -> RSPO1
AMH,RSPO1,0.352568690890944,AMH -> RSPO1
FGF9,SRY,0.351932768291957,FGF9 -> SRY
GATA4,UGR,0.351859837700864,GATA4 -> UGR
PGD2,SRY,0.348715287771544,PGD2 -> SRY
DHH,SRY,0.3479098142687,DHH -> SRY
AMH,SRY,0.342263535441703,AMH -> SRY
SOX9,CTNNB1,0.339140443964269,SOX9 -> CTNNB1
CTNNB1,SOX9,0.333693033122358,CTNNB1 -> SOX9
PGD2,UGR,0.317597920527549,PGD2 -> UGR
DHH,UGR,0.316292723088599,DHH -> UGR
FGF9,UGR,0.315811601278405,FGF9 -> UGR
AMH,UGR,0.308396959818865,AMH -> UGR
CTNNB1,DHH,0.305755337328501,CTNNB1 -> DHH
WT1pKTS,DKK1,0.305602078832032,WT1pKTS -> DKK1
CTNNB1,FGF9,0.304763577289206,CTNNB1 -> FGF9
CTNNB1,PGD2,0.3047056463582,CTNNB1 -> PGD2
CTNNB1,AMH,0.300621507197911,CTNNB1 -> AMH
DKK1,WT1pKTS,0.291898104257477,DKK1 -> WT1pKTS
FOXL2,DKK1,0.290900220301231,FOXL2 -> DKK1
DKK1,FOXL2,0.286924489432227,DKK1 -> FOXL2
DMRT1,FOXL2,0.286079368858331,DMRT1 -> FOXL2
FOXL2,DMRT1,0.286079368858331,FOXL2 -> DMRT1
DMRT1,WT1pKTS,0.285545241894526,DMRT1 -> WT1pKTS
WT1pKTS,DMRT1,0.285545241894526,WT1pKTS -> DMRT1
GATA4,SRY,0.283872513111506,GATA4 -> SRY
CTNNB1,DKK1,0.282657156417043,CTNNB1 -> DKK1
SRY,NR0B1,0.278180052405854,SRY -> NR0B1
WT1mKTS,UGR,0.277595781591992,WT1mKTS -> UGR
CTNNB1,DMRT1,0.277432235697428,CTNNB1 -> DMRT1
NR5A1,DKK1,0.270379691417252,NR5A1 -> DKK1
DMRT1,NR5A1,0.260134101535993,DMRT1 -> NR5A1
DKK1,NR5A1,0.259633596551405,DKK1 -> NR5A1
FGF9,CTNNB1,0.258974042850858,FGF9 -> CTNNB1
PGD2,CTNNB1,0.257761848405764,PGD2 -> CTNNB1
DHH,CTNNB1,0.256801529259799,DHH -> CTNNB1
NR5A1,DMRT1,0.256319295016721,NR5A1 -> DMRT1
AMH,CTNNB1,0.24970320051289,AMH -> CTNNB1
WT1mKTS,SRY,0.229138239477944,WT1mKTS -> SRY
GATA4,CBX2,0.223433937392072,GATA4 -> CBX2
UGR,GATA4,0.221655743603154,UGR -> GATA4
WT1mKTS,GATA4,0.217743534922611,WT1mKTS -> GATA4
GATA4,WT1mKTS,0.217743534922611,GATA4 -> WT1mKTS
WT1mKTS,CBX2,0.217704146745554,WT1mKTS -> CBX2
WT1pKTS,WT1mKTS,0.195399861478944,WT1pKTS -> WT1mKTS
WT1mKTS,WT1pKTS,0.195399861478944,WT1mKTS -> WT1pKTS
WT1mKTS,DMRT1,0.194326358576432,WT1mKTS -> DMRT1
RSPO1,DKK1,0.193209241427817,RSPO1 -> DKK1
NR0B1,DMRT1,0.193139568461276,NR0B1 -> DMRT1
WT1mKTS,WNT4,0.192876531668029,WT1mKTS -> WNT4
UGR,WT1mKTS,0.192849486793118,UGR -> WT1mKTS
WT1mKTS,DKK1,0.190804594077754,WT1mKTS -> DKK1
GATA4,DMRT1,0.190022197907058,GATA4 -> DMRT1
WT1mKTS,SOX9,0.189394584737978,WT1mKTS -> SOX9
WT1pKTS,GATA4,0.188316984741718,WT1pKTS -> GATA4
GATA4,WT1pKTS,0.188316984741718,GATA4 -> WT1pKTS
NR0B1,DKK1,0.181357939458325,NR0B1 -> DKK1
GATA4,WNT4,0.177961740081574,GATA4 -> WNT4
WT1mKTS,NR0B1,0.177738040145019,WT1mKTS -> NR0B1
GATA4,DKK1,0.177494239746124,GATA4 -> DKK1
GATA4,NR0B1,0.177419983131118,GATA4 -> NR0B1
SRY,GATA4,0.173622699571184,SRY -> GATA4
RSPO1,DMRT1,0.171939868039119,RSPO1 -> DMRT1
WT1pKTS,SOX9,0.170974826866662,WT1pKTS -> SOX9
DMRT1,WT1mKTS,0.169155114208409,DMRT1 -> WT1mKTS
SRY,WT1mKTS,0.16262323106165,SRY -> WT1mKTS
WT1mKTS,AMH,0.161081775217987,WT1mKTS -> AMH
FOXL2,SOX9,0.157686400435849,FOXL2 -> SOX9
SOX9,GATA4,0.155162347506778,SOX9 -> GATA4
DKK1,WT1mKTS,0.154572670608161,DKK1 -> WT1mKTS
WT1mKTS,FGF9,0.151838234093729,WT1mKTS -> FGF9
SOX9,WT1mKTS,0.151040967039337,SOX9 -> WT1mKTS
WT1mKTS,DHH,0.150746078722273,WT1mKTS -> DHH
WT1mKTS,PGD2,0.147203988735227,WT1mKTS -> PGD2
WNT4,GATA4,0.143485369616978,WNT4 -> GATA4
PGD2,WT1mKTS,0.139704907062052,PGD2 -> WT1mKTS
SOX9,WT1pKTS,0.132521745744936,SOX9 -> WT1pKTS
DHH,WT1mKTS,0.125243705970651,DHH -> WT1mKTS
GATA4,CTNNB1,0.123888544809273,GATA4 -> CTNNB1
FGF9,WT1mKTS,0.122865479150157,FGF9 -> WT1mKTS
SOX9,FOXL2,0.122278777154921,SOX9 -> FOXL2
GATA4,RSPO1,0.11985299148361,GATA4 -> RSPO1
WT1mKTS,CTNNB1,0.119807384052309,WT1mKTS -> CTNNB1
AMH,WT1mKTS,0.119659799285381,AMH -> WT1mKTS
GATA4,FOXL2,0.118127469237426,GATA4 -> FOXL2
GATA4,NR5A1,0.116024345498365,GATA4 -> NR5A1
WT1mKTS,NR5A1,0.115265605991206,WT1mKTS -> NR5A1
PGD2,GATA4,0.114440643870871,PGD2 -> GATA4
WT1mKTS,FOXL2,0.114167591138631,WT1mKTS -> FOXL2
WNT4,WT1mKTS,0.112367139472093,WNT4 -> WT1mKTS
CBX2,WT1mKTS,0.111696259175147,CBX2 -> WT1mKTS
NR0B1,GATA4,0.111082465078583,NR0B1 -> GATA4
WT1mKTS,RSPO1,0.110081212150679,WT1mKTS -> RSPO1
DKK1,GATA4,0.106015419663427,DKK1 -> GATA4
FGF9,FOXL2,0.105694060308403,FGF9 -> FOXL2
DMRT1,GATA4,0.104397486666229,DMRT1 -> GATA4
DHH,WT1pKTS,0.104244141594857,DHH -> WT1pKTS
CTNNB1,GATA4,0.102340522330464,CTNNB1 -> GATA4
WT1pKTS,PGD2,0.0995820620706668,WT1pKTS -> PGD2
AMH,GATA4,0.0989142772798183,AMH -> GATA4
WT1pKTS,AMH,0.0985707811833056,WT1pKTS -> AMH
NR0B1,WT1mKTS,0.0965463873394818,NR0B1 -> WT1mKTS
FOXL2,FGF9,0.0962790666118645,FOXL2 -> FGF9
GATA4,AMH,0.0944818276200279,GATA4 -> AMH
WT1pKTS,FGF9,0.0944381683967941,WT1pKTS -> FGF9
AMH,FOXL2,0.09442174955824,AMH -> FOXL2
WT1pKTS,DHH,0.0931247828311768,WT1pKTS -> DHH
DHH,GATA4,0.092607776896675,DHH -> GATA4
AMH,WT1pKTS,0.0924231099335405,AMH -> WT1pKTS
GATA4,FGF9,0.0897964196125217,GATA4 -> FGF9
FGF9,WT1pKTS,0.0870634122197469,FGF9 -> WT1pKTS
GATA4,DHH,0.0868232456955689,GATA4 -> DHH
CTNNB1,WT1mKTS,0.0866902843105723,CTNNB1 -> WT1mKTS
GATA4,PGD2,0.0853534293823565,GATA4 -> PGD2
GATA4,SOX9,0.0850474831901127,GATA4 -> SOX9
RSPO1,GATA4,0.0828428178574388,RSPO1 -> GATA4
NR5A1,WT1mKTS,0.0807191794854966,NR5A1 -> WT1mKTS
PGD2,FOXL2,0.0787606037888767,PGD2 -> FOXL2
DHH,FOXL2,0.0778518029019037,DHH -> FOXL2
FOXL2,WT1mKTS,0.0763039460402339,FOXL2 -> WT1mKTS
FOXL2,GATA4,0.0737724984253435,FOXL2 -> GATA4
CBX2,GATA4,0.0731377698261579,CBX2 -> GATA4
FOXL2,PGD2,0.0709013045820288,FOXL2 -> PGD2
FOXL2,AMH,0.0698082127081939,FOXL2 -> AMH
FGF9,GATA4,0.0696040710693786,FGF9 -> GATA4
PGD2,WT1pKTS,0.0691181378491168,PGD2 -> WT1pKTS
FOXL2,DHH,0.068846465071222,FOXL2 -> DHH
RSPO1,WT1mKTS,0.0664042684230101,RSPO1 -> WT1mKTS
NR5A1,GATA4,0.0644321830003154,NR5A1 -> GATA4
